ID,mag_name,completeness,contamination,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,host_species,closest_placement_ani,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,DM_batch,closest_placement_af,fastani_ani,MAG_url,AB_batch,taxonomy_level,DM_batch 2,sample_type,anno_url,gbk_url,kegg_url,dereplicated_old,annotated,dereplicated,coding_density,host_order,host_class,percent_unannotated_kegg
EHM083025,EHA05391_bin.128.fa,68.19,1.78,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG8767,s__,Lasiorhinus latifrons,0.00,1418447,47.00%,8392,220,2231,79,2231,994,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.128.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083025_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083025.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083025_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,55.4
EHM083026,EHA05391_bin.129.fa,76.11,7.80,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__SIG299,s__,Lasiorhinus latifrons,76.27,2487856,35.00%,4717,604,2193,90,2193,1030,0,,DMB0178,0.08,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.129.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083026_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083026.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083026_kegg.tsv.gz,false,true,DMB0178,0.92,Diprotodontia,Mammalia,53.0
EHM083027,EHA05391_bin.13.fa,80.64,1.89,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__RUG806,s__,Lasiorhinus latifrons,0.00,2462959,39.00%,10543,329,1961,94,1961,836,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.13.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083027_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083027.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083027_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,57.4
EHM083028,EHA05391_bin.130.fa,80.25,1.14,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Lasiorhinus latifrons,77.04,2237012,44.00%,21539,181,1390,90,1390,702,0,,DMB0178,0.06,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.130.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083028_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083028.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083028_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,49.5
EHM083029,EHA05391_bin.131.fa,88.70,1.63,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__P3,g__UBA1217,s__,Lasiorhinus latifrons,0.00,1649587,40.00%,64896,59,1714,51,1714,793,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.131.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083029_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083029.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083029_kegg.tsv.gz,false,true,DMB0178,0.94,Diprotodontia,Mammalia,53.7
EHM083030,EHA05391_bin.132.fa,94.72,1.04,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__,g__,s__,Lasiorhinus latifrons,0.00,2096654,50.00%,78207,49,1694,70,1694,911,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.132.fa.gz,ABB0615,Order,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083030_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083030.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083030_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,46.2
EHM083031,EHA05391_bin.133.fa,98.21,1.09,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Limiplasma,s__,Lasiorhinus latifrons,0.00,1846043,48.00%,53243,50,2539,107,2539,1195,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.133.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083031_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083031.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083031_kegg.tsv.gz,false,true,DMB0178,0.87,Diprotodontia,Mammalia,52.9
EHM083032,EHA05391_bin.134.fa,88.40,2.96,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-488,s__,Lasiorhinus latifrons,80.38,2770540,56.00%,22487,194,1778,108,1778,742,0,,DMB0178,0.57,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.134.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083032_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083032.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083032_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,58.3
EHM083033,EHA05391_bin.135.fa,85.09,5.24,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1750,g__UBA1428,s__,Lasiorhinus latifrons,76.55,1971552,44.00%,7564,341,1728,53,1727,853,1,0.1,DMB0178,0.12,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.135.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083033_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083033.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083033_kegg.tsv.gz,false,true,DMB0178,0.92,Diprotodontia,Mammalia,50.6
EHM083034,EHA05391_bin.136.fa,87.44,2.28,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,Lasiorhinus latifrons,0.00,1766701,55.00%,16755,144,1896,100,1896,866,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.136.fa.gz,ABB0615,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083034_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083034.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083034_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,54.3
EHM083035,EHA05391_bin.137.fa,83.02,3.04,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1750,g__CALWRM01,s__,Lasiorhinus latifrons,79.22,2047888,55.00%,6517,381,1869,61,1869,875,0,,DMB0178,0.33,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.137.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083035_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083035.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083035_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,53.2
EHM083036,EHA05391_bin.139.fa,77.56,1.50,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__ML615J-28,f__CAG-698,g__CAG-698,s__,Lasiorhinus latifrons,77.98,1916129,57.00%,12284,187,1321,20,1321,610,0,,DMB0178,0.20,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.139.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083036_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083036.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083036_kegg.tsv.gz,false,true,DMB0178,0.85,Diprotodontia,Mammalia,53.8
EHM083037,EHA05391_bin.14.fa,88.78,0.32,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA4636,s__,Lasiorhinus latifrons,79.50,1646311,44.00%,11702,187,1557,46,1556,720,1,0.1,DMB0178,0.46,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.14.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083037_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083037.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083037_kegg.tsv.gz,false,true,DMB0178,0.88,Diprotodontia,Mammalia,53.8
EHM083038,EHA05391_bin.140.fa,84.23,0.60,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__HGM11412,s__,Lasiorhinus latifrons,80.16,1558511,29.00%,95796,41,690,21,690,289,0,,DMB0178,0.51,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.140.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083038_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083038.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083038_kegg.tsv.gz,false,true,DMB0178,0.92,Diprotodontia,Mammalia,58.1
EHM083039,EHA05391_bin.141.fa,94.77,1.22,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__,Lasiorhinus latifrons,80.77,1721884,36.00%,41890,82,1642,31,1642,1057,0,,DMB0178,0.59,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.141.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083039_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083039.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083039_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,35.6
EHM083040,EHA05391_bin.142.fa,67.95,0.77,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__,Lasiorhinus latifrons,0.00,985054,35.00%,3073,340,1237,26,1237,651,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.142.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083040_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083040.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083040_kegg.tsv.gz,false,true,DMB0178,0.93,Diprotodontia,Mammalia,47.4
EHM083041,EHA05391_bin.143.fa,99.81,0.58,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__,Lasiorhinus latifrons,0.00,1800903,39.00%,80138,40,1185,23,1185,653,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.143.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083041_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083041.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083041_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,44.9
EHM083042,EHA05391_bin.144.fa,82.00,8.77,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__SFTH01,s__,Lasiorhinus latifrons,84.93,1478569,44.00%,3986,409,2123,31,2123,1097,0,,DMB0178,0.65,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.144.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083042_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083042.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083042_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,48.3
EHM083043,EHA05391_bin.145.fa,61.26,4.29,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,Lasiorhinus latifrons,0.00,1287501,42.00%,7250,235,2406,119,2406,1163,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.145.fa.gz,ABB0615,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083043_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083043.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083043_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,51.7
EHM083044,EHA05391_bin.146.fa,97.32,5.38,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,Lasiorhinus latifrons,0.00,2249708,56.00%,27576,119,1682,64,1681,824,1,0.1,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.146.fa.gz,ABB0615,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083044_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083044.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083044_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,51.0
EHM083045,EHA05391_bin.147.fa,93.01,1.89,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,Lasiorhinus latifrons,77.25,2621990,61.00%,22718,158,2141,112,2141,1033,0,,DMB0178,0.14,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.147.fa.gz,ABB0615,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083045_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083045.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083045_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,51.8
EHM083046,EHA05391_bin.148.fa,69.57,4.22,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,Lasiorhinus latifrons,0.00,1780740,59.00%,11480,203,1943,61,1943,979,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.148.fa.gz,ABB0615,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083046_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083046.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083046_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,49.6
EHM083047,EHA05391_bin.149.fa,85.46,0.94,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__,Lasiorhinus latifrons,78.06,2335422,61.00%,16100,216,1873,52,1873,784,0,,DMB0178,0.34,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.149.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083047_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083047.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083047_kegg.tsv.gz,false,true,DMB0178,0.91,Diprotodontia,Mammalia,58.1
EHM083048,EHA05391_bin.15.fa,78.61,1.97,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,Lasiorhinus latifrons,0.00,2034351,58.00%,11560,234,2410,83,2410,1108,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.15.fa.gz,ABB0615,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083048_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083048.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083048_kegg.tsv.gz,false,true,DMB0178,0.88,Diprotodontia,Mammalia,54.0
EHM083049,EHA05391_bin.150.fa,89.57,5.87,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UMGS1668,s__,Lasiorhinus latifrons,0.00,2084929,33.00%,7326,367,1370,8,1370,754,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.150.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083049_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083049.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083049_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,45.0
EHM083050,EHA05391_bin.151.fa,87.53,5.19,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-448,s__,Lasiorhinus latifrons,0.00,2638627,36.00%,6736,494,1709,28,1709,803,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.151.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083050_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083050.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083050_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,53.0
EHM083051,EHA05391_bin.152.fa,100.00,0.54,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CALXGT01,s__,Lasiorhinus latifrons,0.00,1403033,41.00%,63302,41,1880,46,1880,907,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.152.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083051_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083051.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083051_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,51.8
EHM083052,EHA05391_bin.153.fa,90.10,6.50,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__CAG-488,s__,Lasiorhinus latifrons,77.96,1879021,44.00%,16731,167,1380,84,1380,526,0,,DMB0178,0.47,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.153.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083052_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083052.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083052_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,61.9
EHM083053,EHA05391_bin.154.fa,97.49,1.09,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UMGS1908,s__,Lasiorhinus latifrons,0.00,2035371,48.00%,14344,236,855,15,855,343,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.154.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083053_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083053.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083053_kegg.tsv.gz,false,true,DMB0178,0.85,Diprotodontia,Mammalia,59.9
EHM083054,EHA05391_bin.155.fa,64.11,1.90,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus henryi,Lasiorhinus latifrons,97.42,1598707,45.00%,5928,345,1705,57,1705,809,0,,DMB0178,0.90,97.42,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.155.fa.gz,ABB0615,Species,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083054_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083054.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083054_kegg.tsv.gz,false,true,DMB0178,0.92,Diprotodontia,Mammalia,52.6
EHM083055,EHA05391_bin.156.fa,82.94,3.20,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,Lasiorhinus latifrons,0.00,954824,37.00%,7313,178,2449,91,2449,1240,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.156.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083055_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083055.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083055_kegg.tsv.gz,false,true,DMB0178,0.90,Diprotodontia,Mammalia,49.4
EHM083056,EHA05391_bin.157.fa,76.39,1.46,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__UMGS1696,s__,Lasiorhinus latifrons,0.00,1904207,39.00%,4652,480,2524,154,2523,1015,1,0.0,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.157.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083056_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083056.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083056_kegg.tsv.gz,false,true,DMB0178,0.88,Diprotodontia,Mammalia,59.8
EHM083057,EHA05391_bin.158.fa,96.97,6.73,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__JAAYLN01,g__,s__,Lasiorhinus latifrons,0.00,2591680,43.00%,15829,248,1886,74,1886,771,0,,DMB0178,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.158.fa.gz,ABB0615,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083057_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083057.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083057_kegg.tsv.gz,false,true,DMB0178,0.89,Diprotodontia,Mammalia,59.1
EHM083058,EHA05391_bin.159.fa,90.53,1.91,Coassembly,EHA05391,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Sodaliphilus,s__,Lasiorhinus latifrons,78.60,2954239,46.00%,30273,181,1790,84,1790,831,0,,DMB0178,0.37,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.159.fa.gz,ABB0615,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083058_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083058.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083058_kegg.tsv.gz,false,true,DMB0178,0.85,Diprotodontia,Mammalia,53.6
