user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
nhnw_bin.257.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;s__	ANI	classification based on placement in class-level tree	GCA_023439125.1, s__Lachnoclostridium sp023439125, 95.0, 79.7, 0.39; GCA_023410575.1, s__Lachnoclostridium sp023410575, 95.0, 79.49, 0.384; GCA_023415655.1, s__Lachnoclostridium sp023415655, 95.0, 78.66, 0.211; GCA_023428885.1, s__Lachnoclostridium sp023428885, 95.0, 77.84, 0.175; GCA_003526525.1, s__Lachnoclostridium sp003526525, 95.0, 77.68, 0.122; GCF_000018685.1, s__Lachnoclostridium phytofermentans, 95.0, 77.44, 0.126; GCF_000733755.1, s__Lachnoclostridium phytofermentans_A, 95.0, 77.43, 0.131; GCA_023457255.1, s__Lachnoclostridium sp023457255, 95.0, 77.22, 0.1; GCA_015057635.1, s__Lachnoclostridium sp015057635, 95.0, 77.21, 0.106; GCF_900078195.1, s__Lachnoclostridium sp900078195, 95.0, 77.18, 0.101; GCA_023387655.1, s__Lachnoclostridium sp023387655, 95.0, 77.05, 0.115; GCA_945787565.1, s__Lachnoclostridium sp945787565, 95.0, 76.92, 0.119; GCA_905192625.1, s__Lachnoclostridium sp905192625, 95.0, 76.17, 0.082	68.54	11	0.97768	N/A
nhnw_bin.258.fa	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__	N/A	N/A	N/A	N/A	N/A	GCA_934717745.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp934717745	81.58	0.678	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934728585.1, s__UBA6984 sp934728585, 95.0, 80.49, 0.57; GCA_003258725.1, s__UBA6984 sp003258725, 95.0, 80.1, 0.543; GCA_934699705.1, s__UBA6984 sp934699705, 95.0, 80.05, 0.514; GCA_900550295.1, s__UBA6984 sp900550295, 95.0, 79.96, 0.515; GCA_905235155.1, s__UBA6984 sp905235155, 95.0, 79.4, 0.534; GCA_934726055.1, s__UBA6984 sp934726055, 95.0, 79.22, 0.412; GCA_002450015.1, s__UBA6984 sp002450015, 95.0, 79.19, 0.504; GCA_017512405.1, s__UBA6984 sp017512405, 95.0, 79.05, 0.412; GCA_002369055.1, s__UBA6984 sp002369055, 95.0, 78.96, 0.463; GCA_017405375.1, s__UBA6984 sp017405375, 95.0, 78.45, 0.285; GCA_905236205.1, s__UBA6984 sp905236205, 95.0, 78.32, 0.451; GCA_902776035.1, s__UBA6984 sp900321735, 95.0, 77.54, 0.244	94.54	11	0.96306	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
nhnw_bin.259.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__ML615J-28;f__CAG-698;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__ML615J-28;f__CAG-698;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.22	11	0.84707	N/A
nhnw_bin.26.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG598;s__	N/A	N/A	N/A	N/A	N/A	GCA_015065695.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG598;s__SIG598 sp015065695	77.45	0.153	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG598;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_015065975.1, s__SIG598 sp015065975, 95.0, 77.28, 0.085; GCA_015065795.1, s__SIG598 sp015065795, 95.0, 77.1, 0.111; GCA_017936365.1, s__SIG598 sp017936365, 95.0, 76.72, 0.063	96.39	11	0.91274	N/A
nhnw_bin.260.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_900115635.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900115635	89.77	0.755	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900544955.1, s__Dysosmobacter sp900544955, 95.0, 80.08, 0.437; GCA_900770295.1, s__Dysosmobacter sp900770295, 95.0, 80.01, 0.456; GCA_019118505.1, s__Dysosmobacter excrementavium, 95.0, 79.67, 0.443; GCA_934590165.1, s__Dysosmobacter sp934590165, 95.0, 79.61, 0.407; GCA_000436875.1, s__Dysosmobacter sp000436875, 95.0, 79.61, 0.422; GCA_945864305.1, s__Dysosmobacter sp945864305, 95.0, 79.6, 0.428; GCA_021771635.1, s__Dysosmobacter sp021771635, 95.0, 79.59, 0.45; GCA_004558115.1, s__Dysosmobacter sp004558115, 95.0, 79.59, 0.367; GCA_905200545.1, s__Dysosmobacter sp905200545, 95.0, 79.59, 0.404; GCA_019118245.1, s__Dysosmobacter excrementigallinarum, 95.0, 79.57, 0.459; GCA_023406225.1, s__Dysosmobacter sp023406225, 95.0, 79.55, 0.413; GCA_019118935.1, s__Dysosmobacter pullicola, 95.0, 79.52, 0.462; GCF_016902445.1, s__Dysosmobacter avistercoris, 95.0, 79.51, 0.471; GCA_945873695.1, s__Dysosmobacter sp945873695, 95.0, 79.49, 0.391; GCA_944387015.1, s__Dysosmobacter sp944387015, 95.0, 79.48, 0.422; GCF_021531435.1, s__Dysosmobacter valericigenes_B, 95.0, 79.47, 0.453; GCA_017469475.1, s__Dysosmobacter sp017469475, 95.0, 79.47, 0.266; GCF_021531915.1, s__Dysosmobacter valericigenes_A, 95.0, 79.36, 0.407; GCA_022778785.1, s__Dysosmobacter sp022778785, 95.0, 79.29, 0.33; GCF_005121165.3, s__Dysosmobacter welbionis, 95.0, 79.29, 0.453; GCA_945876285.1, s__Dysosmobacter sp945876285, 95.0, 79.28, 0.367; GCA_021771265.1, s__Dysosmobacter sp021771265, 95.0, 79.24, 0.416; GCA_944385405.1, s__Dysosmobacter sp944385405, 95.0, 79.11, 0.394; GCF_000403435.2, s__Dysosmobacter sp000403435, 95.0, 79.08, 0.346; GCA_900551885.1, s__Dysosmobacter sp900551885, 95.0, 79.06, 0.364; GCF_018228705.1, s__Dysosmobacter sp018228705, 95.0, 79.04, 0.508; GCA_017937405.1, s__Dysosmobacter sp017937405, 95.0, 79.02, 0.382; GCA_944382995.1, s__Dysosmobacter sp944382995, 95.0, 78.99, 0.349; GCA_945862785.1, s__Dysosmobacter sp945862785, 95.0, 78.97, 0.333; GCA_019418625.1, s__Dysosmobacter sp019418625, 95.0, 78.96, 0.367; GCA_019423635.1, s__Dysosmobacter sp019423635, 95.0, 78.89, 0.327; GCA_900546705.1, s__Dysosmobacter sp900546705, 95.0, 78.88, 0.364; GCA_944385455.1, s__Dysosmobacter sp944385455, 95.0, 78.79, 0.306; GCA_900548505.1, s__Dysosmobacter sp900548505, 95.0, 78.79, 0.327; GCA_944387035.1, s__Dysosmobacter sp944387035, 95.0, 78.75, 0.37; GCA_017482345.1, s__Dysosmobacter sp017482345, 95.0, 78.63, 0.232; GCA_910588175.1, s__Dysosmobacter sp910588175, 95.0, 78.62, 0.272; GCA_904393855.1, s__Dysosmobacter sp904393855, 95.0, 78.62, 0.306; GCA_004553545.1, s__Dysosmobacter sp004553545, 95.0, 78.59, 0.235; GCA_910584075.1, s__Dysosmobacter sp910584075, 95.0, 78.52, 0.306; GCA_910587525.1, s__Dysosmobacter sp910587525, 95.0, 78.51, 0.272; GCF_014297285.1, s__Dysosmobacter sp001916835, 95.0, 78.51, 0.281; GCA_021769865.1, s__Dysosmobacter sp021769865, 95.0, 78.5, 0.251; GCA_910579435.1, s__Dysosmobacter sp910579435, 95.0, 78.48, 0.318; GCA_022796315.1, s__Dysosmobacter sp022796315, 95.0, 78.47, 0.266; GCA_015068025.1, s__Dysosmobacter sp015068025, 95.0, 78.44, 0.226; GCA_910584465.1, s__Dysosmobacter sp910584465, 95.0, 78.43, 0.272; GCA_900763685.1, s__Dysosmobacter sp900763685, 95.0, 78.41, 0.105; GCA_910585385.1, s__Dysosmobacter sp910585385, 95.0, 78.4, 0.303; GCA_910574635.1, s__Dysosmobacter sp009774015, 95.0, 78.38, 0.309; GCA_900550685.1, s__Dysosmobacter sp900550685, 95.0, 78.32, 0.291; GCF_018408705.1, s__Dysosmobacter faecalis, 95.0, 78.31, 0.333; GCA_910587875.1, s__Dysosmobacter sp910587875, 95.0, 78.3, 0.257; GCA_934504065.1, s__Dysosmobacter sp934504065, 95.0, 78.29, 0.324; GCA_910576865.1, s__Dysosmobacter sp910576865, 95.0, 78.27, 0.303; GCA_910583785.1, s__Dysosmobacter sp910583785, 95.0, 78.27, 0.272; GCA_910588005.1, s__Dysosmobacter sp910588005, 95.0, 78.24, 0.3; GCA_934636905.1, s__Dysosmobacter sp934636905, 95.0, 78.23, 0.278; GCA_910586735.1, s__Dysosmobacter sp910586735, 95.0, 78.18, 0.263; GCA_022791135.1, s__Dysosmobacter sp022791135, 95.0, 78.18, 0.205; GCA_910579365.1, s__Dysosmobacter sp910579365, 95.0, 78.18, 0.312; GCA_910575815.1, s__Dysosmobacter sp910575815, 95.0, 78.17, 0.291; GCA_015067995.1, s__Dysosmobacter sp015067995, 95.0, 78.14, 0.122; GCA_009773995.1, s__Dysosmobacter sp009773995, 95.0, 78.14, 0.248; GCA_910583695.1, s__Dysosmobacter sp910583695, 95.0, 78.06, 0.272; GCA_910575505.1, s__Dysosmobacter sp910575505, 95.0, 78.03, 0.318; GCA_910578935.1, s__Dysosmobacter sp910578935, 95.0, 78.02, 0.281; GCA_910585165.1, s__Dysosmobacter sp910585165, 95.0, 77.99, 0.275; GCA_014799855.1, s__Dysosmobacter sp014799855, 95.0, 77.97, 0.187; GCA_934563745.1, s__Dysosmobacter sp934563745, 95.0, 77.97, 0.245; GCA_910585245.1, s__Dysosmobacter sp910585245, 95.0, 77.95, 0.254; GCA_900544105.1, s__Dysosmobacter sp900544105, 95.0, 77.94, 0.248; GCA_944387055.1, s__Dysosmobacter sp944387055, 95.0, 77.94, 0.309; GCA_022801815.1, s__Dysosmobacter sp022801815, 95.0, 77.94, 0.168; GCA_900544615.1, s__Dysosmobacter sp900544615, 95.0, 77.9, 0.306; GCA_022652655.1, s__Dysosmobacter sp022652655, 95.0, 77.9, 0.22; GCA_944385475.1, s__Dysosmobacter sp944385475, 95.0, 77.85, 0.251; GCA_016293265.1, s__Dysosmobacter sp016293265, 95.0, 77.84, 0.281; GCA_017380995.1, s__Dysosmobacter sp017380995, 95.0, 77.84, 0.162; GCA_910587705.1, s__Dysosmobacter sp910587705, 95.0, 77.83, 0.297; GCA_017547085.1, s__Dysosmobacter sp017547085, 95.0, 77.81, 0.239; GCA_900542115.1, s__Dysosmobacter sp900542115, 95.0, 77.8, 0.217; GCA_910584995.1, s__Dysosmobacter sp910584995, 95.0, 77.79, 0.281; GCA_022791875.1, s__Dysosmobacter sp022791875, 95.0, 77.75, 0.156; GCA_022652815.1, s__Dysosmobacter sp022652815, 95.0, 77.61, 0.208; GCA_020025475.1, s__Dysosmobacter sp020025475, 95.0, 77.59, 0.187; GCA_020025415.1, s__Dysosmobacter sp020025415, 95.0, 77.59, 0.168; GCA_934565855.1, s__Dysosmobacter sp934565855, 95.0, 77.57, 0.214; GCA_019417795.1, s__Dysosmobacter sp019417795, 95.0, 77.55, 0.125; GCA_017410185.1, s__Dysosmobacter sp017410185, 95.0, 77.52, 0.162; GCA_022797935.1, s__Dysosmobacter sp022797935, 95.0, 77.51, 0.281; GCA_015068335.1, s__Dysosmobacter sp015068335, 95.0, 77.49, 0.183; GCA_910576845.1, s__Dysosmobacter sp910576845, 95.0, 77.47, 0.177; GCA_024404295.1, s__Dysosmobacter sp024404295, 95.0, 77.37, 0.074; GCA_910589315.1, s__Dysosmobacter sp910589315, 95.0, 77.22, 0.144; GCA_934597465.1, s__Dysosmobacter sp934597465, 95.0, 77.21, 0.156; GCA_910577405.1, s__Dysosmobacter sp910577405, 95.0, 77.08, 0.141; GCA_905234565.1, s__Dysosmobacter sp905234565, 95.0, 76.83, 0.125; GCA_022795445.1, s__Dysosmobacter sp022795445, 95.0, 76.62, 0.156	52.31	11	0.98999	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
nhnw_bin.261.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-449;g__CAG-449;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-449;g__CAG-449;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	90.8	11	0.91745	N/A
nhnw_bin.262.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__UBA636;s__	ANI	classification based on placement in class-level tree	GCA_017419065.1, s__UBA636 sp017419065, 95.0, 78.15, 0.007; GCA_017432005.1, s__UBA636 sp017432005, 95.0, 77.98, 0.05; GCA_018064825.1, s__UBA636 sp018064825, 95.0, 77.91, 0.159; GCA_900321955.1, s__UBA636 sp900321955, 95.0, 77.75, 0.038; GCA_017428765.1, s__UBA636 sp017428765, 95.0, 77.41, 0.042; GCA_902795865.1, s__UBA636 sp902795865, 95.0, 77.27, 0.216; GCA_002362065.1, s__UBA636 sp002362065, 95.0, 77.2, 0.032; GCA_024684175.1, s__UBA636 sp024684175, 95.0, 77.13, 0.037; GCA_902803785.1, s__UBA636 sp902803785, 95.0, 77.12, 0.02; GCA_934725085.1, s__UBA636 sp934725085, 95.0, 77.09, 0.105; GCA_017431825.1, s__UBA636 sp017431825, 95.0, 77.09, 0.017; GCA_017432885.1, s__UBA636 sp017432885, 95.0, 77.09, 0.03; GCA_017511325.1, s__UBA636 sp017511325, 95.0, 77.02, 0.032; GCA_017418585.1, s__UBA636 sp017418585, 95.0, 77.0, 0.032; GCA_902796525.1, s__UBA636 sp902796525, 95.0, 76.99, 0.02; GCA_017515475.1, s__UBA636 sp017515475, 95.0, 76.97, 0.043; GCA_934692455.1, s__UBA636 sp934692455, 95.0, 76.96, 0.092; GCA_900546285.1, s__UBA636 sp900546285, 95.0, 76.94, 0.115; GCA_017620435.1, s__UBA636 sp017620435, 95.0, 76.9, 0.045; GCA_017539105.1, s__UBA636 sp017539105, 95.0, 76.9, 0.03; GCA_902795875.1, s__UBA636 sp902795875, 95.0, 76.87, 0.023; GCA_017550145.1, s__UBA636 sp017550145, 95.0, 76.86, 0.06; GCA_017404205.1, s__UBA636 sp017404205, 95.0, 76.8, 0.13; GCA_934675465.1, s__UBA636 sp934675465, 95.0, 76.63, 0.107; GCA_017404785.1, s__UBA636 sp017404785, 95.0, 76.49, 0.05; GCA_002299675.1, s__UBA636 sp002299675, 95.0, 76.45, 0.04; GCA_017539025.1, s__UBA636 sp017539025, 95.0, 76.42, 0.052; GCA_017432895.1, s__UBA636 sp017432895, 95.0, 76.39, 0.035; GCA_017441765.1, s__UBA636 sp017441765, 95.0, 76.37, 0.025; GCA_017432545.1, s__UBA636 sp017432545, 95.0, 76.36, 0.055; GCA_902803055.1, s__UBA636 sp902803055, 95.0, 76.25, 0.037; GCA_017419165.1, s__UBA636 sp017419165, 95.0, 76.21, 0.032; GCA_017614055.1, s__UBA636 sp017614055, 95.0, 76.21, 0.025; GCA_902803275.1, s__UBA636 sp902803275, 95.0, 76.21, 0.036; GCA_024681275.1, s__UBA636 sp024681275, 95.0, 76.13, 0.03; GCA_002315565.1, s__UBA636 sp002315565, 95.0, 76.04, 0.045; GCA_017454765.1, s__UBA636 sp017454765, 95.0, 75.97, 0.022; GCA_002314515.1, s__UBA636 sp002314515, 95.0, 75.9, 0.042	81.93	11	0.95069	N/A
nhnw_bin.263.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CALXCR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CALXCR01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.29	11	0.92704	N/A
nhnw_bin.264.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	N/A	N/A	N/A	N/A	N/A	GCA_945492935.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia sp945492935	79.39	0.412	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934309145.1, s__Wujia sp934309145, 95.0, 78.12, 0.176; GCA_015057525.1, s__Wujia sp015057525, 95.0, 77.92, 0.162; GCA_015057555.1, s__Wujia sp015057555, 95.0, 77.9, 0.127; GCA_017463225.1, s__Wujia sp017463225, 95.0, 77.87, 0.117; GCA_017938485.1, s__Wujia sp017938485, 95.0, 77.85, 0.128; GCA_017517305.1, s__Wujia sp017517305, 95.0, 77.83, 0.131; GCF_014337155.1, s__Wujia chipingensis, 95.0, 77.73, 0.179; GCF_022174665.1, s__Wujia sp022174665, 95.0, 77.69, 0.165; GCA_902762955.1, s__Wujia sp902762955, 95.0, 77.6, 0.135; GCF_018918185.1, s__Wujia sp900539705, 95.0, 77.6, 0.165; GCA_015057515.1, s__Wujia sp015057515, 95.0, 77.52, 0.142; GCA_017625335.1, s__Wujia sp017625335, 95.0, 77.49, 0.124; GCA_023666705.1, s__Wujia sp023666705, 95.0, 77.48, 0.117; GCA_014799405.1, s__Wujia sp014799405, 95.0, 77.48, 0.109; GCA_002493625.1, s__Wujia sp002493625, 95.0, 77.44, 0.085; GCA_002431865.1, s__Wujia sp002431865, 95.0, 77.41, 0.134; GCA_017480195.1, s__Wujia sp017480195, 95.0, 77.35, 0.093; GCA_900766925.1, s__Wujia sp900766925, 95.0, 77.34, 0.16; GCA_015057445.1, s__Wujia sp015057445, 95.0, 77.33, 0.127; GCA_023664775.1, s__Wujia sp023664775, 95.0, 77.33, 0.099; GCA_023664385.1, s__Wujia sp023664385, 95.0, 77.32, 0.11; GCA_017469405.1, s__Wujia sp017469405, 95.0, 77.29, 0.135; GCA_900767585.1, s__Wujia sp900767585, 95.0, 77.27, 0.13; GCA_002476495.1, s__Wujia sp002476495, 95.0, 77.17, 0.112; GCA_017525525.1, s__Wujia sp017525525, 95.0, 77.14, 0.038; GCA_902800325.1, s__Wujia sp902800325, 95.0, 77.12, 0.116; GCA_902788555.1, s__Wujia sp902788555, 95.0, 77.11, 0.116; GCA_002404515.1, s__Wujia sp002404515, 95.0, 77.09, 0.126; GCA_945787485.1, s__Wujia sp945787485, 95.0, 77.08, 0.118; GCA_017625815.1, s__Wujia sp017625815, 95.0, 76.99, 0.146; GCA_017449765.1, s__Wujia sp017449765, 95.0, 76.97, 0.113; GCA_017459135.1, s__Wujia sp017459135, 95.0, 76.96, 0.091; GCA_902780405.1, s__Wujia sp902780405, 95.0, 76.96, 0.042; GCA_002369325.1, s__Wujia sp002369325, 95.0, 76.79, 0.082; GCA_900553925.1, s__Wujia sp900553925, 95.0, 76.64, 0.101; GCA_017464045.1, s__Wujia sp017464045, 95.0, 76.53, 0.1; GCA_902783015.1, s__Wujia sp902783015, 95.0, 76.15, 0.022; GCA_900321145.1, s__Wujia sp900321145, 95.0, 76.11, 0.028	70.67	11	0.9574	Genome has more than 10.0% of markers with multiple hits
nhnw_bin.265.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	N/A	N/A	N/A	N/A	N/A	GCA_012837685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__W0P28-013 sp012837685	77.32	0.197	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020636695.1, s__W0P28-013 sp020636695, 95.0, 77.35, 0.08; GCA_004557405.1, s__W0P28-013 sp004557405, 95.0, 76.93, 0.106	93.35	11	0.9468	N/A
nhnw_bin.266.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.23	11	0.89688	N/A
nhnw_bin.267.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__	ANI	classification based on placement in class-level tree	GCA_009783365.1, s__Limiplasma sp009783365, 95.0, 78.32, 0.02; GCA_944349545.1, s__Limiplasma sp944349545, 95.0, 78.22, 0.05; GCA_018710985.1, s__Limiplasma pullicola, 95.0, 78.08, 0.062; GCA_023411375.1, s__Limiplasma sp023411375, 95.0, 77.97, 0.059; GCA_900540045.1, s__Limiplasma merdipullorum, 95.0, 77.78, 0.072; GCA_934621505.1, s__Limiplasma sp934621505, 95.0, 77.75, 0.057; GCA_017937655.1, s__Limiplasma sp017937655, 95.0, 77.68, 0.05; GCA_021371895.1, s__Limiplasma sp021371895, 95.0, 77.62, 0.033; GCA_015056145.1, s__Limiplasma sp015056145, 95.0, 77.56, 0.055; GCA_017501255.1, s__Limiplasma sp017501255, 95.0, 77.51, 0.047; GCA_900550955.1, s__Limiplasma sp900550955, 95.0, 77.51, 0.072; GCA_017547285.1, s__Limiplasma sp017547285, 95.0, 77.51, 0.052; GCA_023404345.1, s__Limiplasma sp023404345, 95.0, 77.5, 0.079; GCA_018715175.1, s__Limiplasma stercoravium, 95.0, 77.5, 0.055; GCA_944333375.1, s__Limiplasma sp944333375, 95.0, 77.5, 0.031; GCA_004556545.1, s__Limiplasma sp004556545, 95.0, 77.38, 0.046; GCA_017881705.1, s__Limiplasma sp017881705, 95.0, 77.31, 0.026; GCA_023395615.1, s__Limiplasma sp023395615, 95.0, 77.25, 0.034; GCA_900548145.1, s__Limiplasma sp900548145, 95.0, 77.25, 0.037; GCA_015056245.1, s__Limiplasma sp015056245, 95.0, 77.24, 0.045; GCA_023459675.1, s__Limiplasma sp023459675, 95.0, 77.23, 0.024; GCA_017516765.1, s__Limiplasma sp017516765, 95.0, 77.2, 0.065; GCA_015056365.1, s__Limiplasma sp015056365, 95.0, 77.16, 0.05; GCA_900553905.1, s__Limiplasma pullistercoris, 95.0, 77.12, 0.041; GCA_001604105.1, s__Limiplasma sp001604105, 95.0, 77.11, 0.045; GCA_934621485.1, s__Limiplasma sp934621485, 95.0, 76.94, 0.062; GCA_012523405.1, s__Limiplasma sp012523405, 95.0, 76.94, 0.059; GCA_017473345.1, s__Limiplasma sp017473345, 95.0, 76.87, 0.039; GCA_001604115.1, s__Limiplasma sp001604115, 95.0, 76.82, 0.028; GCA_012729115.1, s__Limiplasma sp012729115, 95.0, 76.8, 0.046; GCA_016930575.1, s__Limiplasma sp016930575, 95.0, 76.79, 0.022; GCA_017517815.1, s__Limiplasma sp017517815, 95.0, 76.78, 0.042; GCA_015056315.1, s__Limiplasma sp015056315, 95.0, 76.73, 0.047; GCA_012517815.1, s__Limiplasma sp012517815, 95.0, 76.71, 0.036; GCA_022769795.1, s__Limiplasma sp022769795, 95.0, 76.57, 0.066; GCA_016297535.1, s__Limiplasma sp016297535, 95.0, 76.55, 0.056; GCA_017938645.1, s__Limiplasma sp017938645, 95.0, 76.46, 0.055; GCA_934643535.1, s__Limiplasma sp934643535, 95.0, 76.22, 0.023	94.88	11	0.91592	N/A
nhnw_bin.268.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	80.34	11	0.84473	N/A
nhnw_bin.27.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.03	11	0.87862	N/A
nhnw_bin.270.fa	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__JAAYLN01;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.6	11	0.74783	N/A
