genome,completeness,contamination,location,length,N50
EHA05415_bin.384.fa.gz,96.07,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.384.fa.gz,1377119,5574
EHA05415_bin.274.fa.gz,90.02,2.62,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.274.fa.gz,2895684,21079
EHA05415_bin.40.fa.gz,72.55,0.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.40.fa.gz,781811,2823
EHA05415_bin.407.fa.gz,97.69,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.407.fa.gz,2704398,16193
EHA05415_bin.224.fa.gz,79.53,1.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.224.fa.gz,2274698,47953
EHA05415_bin.281.fa.gz,89.66,1.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.281.fa.gz,1516143,14346
EHA05415_bin.127.fa.gz,93.3,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.127.fa.gz,2630682,45011
EHA05415_bin.449.fa.gz,68.21,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.449.fa.gz,1020185,59046
EHA05415_bin.34.fa.gz,99.67,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.34.fa.gz,1276595,8082
EHA05415_bin.142.fa.gz,93.62,1.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.142.fa.gz,2721422,19477
EHA05415_bin.403.fa.gz,75.67,1.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.403.fa.gz,1089782,9043
EHA05415_bin.126.fa.gz,89.01,3.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.126.fa.gz,2186048,7536
EHA05415_bin.391.fa.gz,66.04,0.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.391.fa.gz,1522339,13148
EHA05415_bin.140.fa.gz,86.47,1.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.140.fa.gz,1429968,18121
EHA05415_bin.264.fa.gz,100.0,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.264.fa.gz,2383450,57030
EHA05415_bin.67.fa.gz,67.62,0.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.67.fa.gz,1721253,34517
EHA05415_bin.328.fa.gz,79.5,5.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.328.fa.gz,796831,34638
EHA05415_bin.433.fa.gz,76.62,2.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.433.fa.gz,2346839,15248
EHA05415_bin.183.fa.gz,98.29,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.183.fa.gz,903276,166162
EHA05415_bin.462.fa.gz,89.77,3.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.462.fa.gz,1278800,96484
EHA05415_bin.383.fa.gz,66.29,0.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.383.fa.gz,1252588,10881
EHA05415_bin.156.fa.gz,89.11,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.156.fa.gz,1914116,9547
EHA05415_bin.213.fa.gz,97.28,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.213.fa.gz,1360418,85104
EHA05415_bin.188.fa.gz,85.49,3.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.188.fa.gz,1339535,14887
EHA05415_bin.340.fa.gz,99.09,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.340.fa.gz,2482666,42775
EHA05415_bin.21.fa.gz,81.77,4.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.21.fa.gz,1671973,12059
EHA05415_bin.256.fa.gz,83.19,1.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.256.fa.gz,2532678,39993
EHA05415_bin.211.fa.gz,68.04,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.211.fa.gz,1782111,4043
EHA05415_bin.483.fa.gz,84.5,0.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.483.fa.gz,1118441,6353
EHA05415_bin.155.fa.gz,76.34,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.155.fa.gz,1056824,21705
EHA05415_bin.430.fa.gz,72.01,3.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.430.fa.gz,1061269,148521
EHA05415_bin.244.fa.gz,97.2,0.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.244.fa.gz,1989622,55195
EHA05415_bin.466.fa.gz,54.6,0.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.466.fa.gz,2117607,3842
EHA05415_bin.71.fa.gz,84.22,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.71.fa.gz,2311117,36922
EHA05415_bin.12.fa.gz,85.65,0.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.12.fa.gz,1737290,77813
EHA05415_bin.41.fa.gz,56.37,4.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.41.fa.gz,2028375,80616
EHA05415_bin.453.fa.gz,100.0,5.53,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.453.fa.gz,1621110,37813
EHA05415_bin.368.fa.gz,71.91,2.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.368.fa.gz,1349784,6159
EHA05415_bin.343.fa.gz,77.46,0.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.343.fa.gz,1662654,65637
EHA05415_bin.55.fa.gz,61.4,1.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.55.fa.gz,1183409,3578
EHA05415_bin.334.fa.gz,93.82,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.334.fa.gz,936872,55331
EHA05415_bin.278.fa.gz,86.64,3.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.278.fa.gz,2064039,5889
EHA05415_bin.110.fa.gz,93.73,0.82,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.110.fa.gz,1777000,90898
EHA05415_bin.258.fa.gz,88.88,1.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.258.fa.gz,1751474,28073
EHA05415_bin.189.fa.gz,91.86,7.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.189.fa.gz,1627843,49230
EHA05415_bin.206.fa.gz,78.92,1.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.206.fa.gz,1833402,16256
EHA05415_bin.74.fa.gz,88.7,2.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.74.fa.gz,1360523,3631
EHA05415_bin.304.fa.gz,56.21,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.304.fa.gz,2543485,46767
EHA05415_bin.202.fa.gz,75.12,2.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.202.fa.gz,1091206,6271
EHA05415_bin.249.fa.gz,96.13,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.249.fa.gz,1878698,72212
EHA05415_bin.54.fa.gz,93.51,1.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.54.fa.gz,2843126,80018
EHA05415_bin.107.fa.gz,82.99,1.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.107.fa.gz,2300517,13482
EHA05415_bin.369.fa.gz,53.15,3.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.369.fa.gz,905053,3779
EHA05415_bin.89.fa.gz,92.46,1.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.89.fa.gz,1588956,22046
EHA05415_bin.165.fa.gz,96.26,1.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.165.fa.gz,1539104,16718
EHA05415_bin.96.fa.gz,96.8,2.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.96.fa.gz,2022450,75285
EHA05415_bin.314.fa.gz,91.38,3.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.314.fa.gz,2117361,34073
EHA05415_bin.38.fa.gz,68.26,1.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.38.fa.gz,1701425,31031
EHA05415_bin.248.fa.gz,88.32,2.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.248.fa.gz,1867419,29978
EHA05415_bin.177.fa.gz,96.98,0.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.177.fa.gz,1556239,43442
EHA05415_bin.385.fa.gz,53.04,5.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.385.fa.gz,1353142,2707
EHA05415_bin.311.fa.gz,100.0,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.311.fa.gz,2532185,31122
EHA05415_bin.404.fa.gz,57.33,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.404.fa.gz,2027683,59962
EHA05415_bin.351.fa.gz,85.76,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.351.fa.gz,1182476,58927
EHA05415_bin.308.fa.gz,51.13,2.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.308.fa.gz,1907590,61510
EHA05415_bin.158.fa.gz,72.87,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.158.fa.gz,1051400,55976
EHA05415_bin.196.fa.gz,72.23,1.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.196.fa.gz,1502326,11337
EHA05415_bin.10.fa.gz,85.81,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.10.fa.gz,1979322,68713
EHA05415_bin.363.fa.gz,92.93,4.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.363.fa.gz,2227266,4278
EHA05415_bin.262.fa.gz,64.05,0.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.262.fa.gz,1823890,103995
EHA05415_bin.269.fa.gz,98.71,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.269.fa.gz,1544675,12411
EHA05415_bin.288.fa.gz,75.55,0.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.288.fa.gz,1396504,25985
EHA05415_bin.171.fa.gz,91.43,0.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.171.fa.gz,2605714,12995
EHA05415_bin.33.fa.gz,83.3,2.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.33.fa.gz,1586158,71434
EHA05415_bin.182.fa.gz,88.9,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.182.fa.gz,701548,36154
EHA05415_bin.15.fa.gz,97.1,0.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.15.fa.gz,902225,570325
EHA05415_bin.374.fa.gz,52.08,5.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.374.fa.gz,1368590,7479
EHA05415_bin.159.fa.gz,87.39,0.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.159.fa.gz,1824918,34154
EHA05415_bin.80.fa.gz,52.66,0.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.80.fa.gz,1513592,70109
EHA05415_bin.432.fa.gz,97.37,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.432.fa.gz,949154,7730
EHA05415_bin.295.fa.gz,95.09,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.295.fa.gz,1610481,32809
EHA05415_bin.117.fa.gz,87.13,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.117.fa.gz,2586555,16332
EHA05415_bin.285.fa.gz,93.34,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.285.fa.gz,1830406,73031
EHA05415_bin.354.fa.gz,97.16,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.354.fa.gz,3676737,60875
EHA05415_bin.289.fa.gz,97.17,4.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.289.fa.gz,1628895,64282
EHA05415_bin.4.fa.gz,62.65,0.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.4.fa.gz,1196110,8049
EHA05415_bin.456.fa.gz,83.56,1.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.456.fa.gz,1064367,86768
EHA05415_bin.440.fa.gz,86.92,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.440.fa.gz,1469795,34364
EHA05415_bin.476.fa.gz,64.19,0.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.476.fa.gz,1383617,5724
EHA05415_bin.360.fa.gz,83.18,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.360.fa.gz,1449121,7167
EHA05415_bin.151.fa.gz,89.43,0.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.151.fa.gz,1549582,39921
EHA05415_bin.444.fa.gz,82.97,0.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.444.fa.gz,1834428,195967
EHA05415_bin.180.fa.gz,50.91,1.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.180.fa.gz,1858848,23462
EHA05415_bin.379.fa.gz,75.18,1.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.379.fa.gz,1117531,8945
EHA05415_bin.460.fa.gz,59.92,2.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.460.fa.gz,1295835,163325
EHA05415_bin.465.fa.gz,50.58,7.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.465.fa.gz,1541169,4935
EHA05415_bin.233.fa.gz,73.56,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.233.fa.gz,1809870,11887
EHA05415_bin.474.fa.gz,55.62,5.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.474.fa.gz,861448,9512
EHA05415_bin.345.fa.gz,94.55,1.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.345.fa.gz,1631924,47697
EHA05415_bin.219.fa.gz,92.43,0.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.219.fa.gz,2313112,17921
EHA05415_bin.81.fa.gz,87.12,1.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.81.fa.gz,1989132,13414
EHA05415_bin.454.fa.gz,67.87,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.454.fa.gz,968339,7539
EHA05415_bin.93.fa.gz,100.0,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.93.fa.gz,1944713,32320
EHA05415_bin.65.fa.gz,64.42,1.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.65.fa.gz,1616722,6661
EHA05415_bin.443.fa.gz,98.54,1.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.443.fa.gz,1304378,34817
EHA05415_bin.172.fa.gz,74.72,0.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.172.fa.gz,1231825,182450
EHA05415_bin.70.fa.gz,76.95,2.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.70.fa.gz,2582967,5772
EHA05415_bin.51.fa.gz,57.21,3.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.51.fa.gz,1144668,18376
EHA05415_bin.393.fa.gz,56.86,0.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.393.fa.gz,911388,120874
EHA05415_bin.164.fa.gz,73.5,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.164.fa.gz,1596724,20248
EHA05415_bin.300.fa.gz,92.33,1.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.300.fa.gz,2852787,30876
EHA05415_bin.194.fa.gz,73.43,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.194.fa.gz,1709464,38796
EHA05415_bin.58.fa.gz,61.21,7.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.58.fa.gz,1975650,50705
EHA05415_bin.448.fa.gz,90.85,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.448.fa.gz,2523251,128233
EHA05415_bin.315.fa.gz,92.45,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.315.fa.gz,1913774,57506
EHA05415_bin.163.fa.gz,98.07,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.163.fa.gz,2226030,20767
EHA05415_bin.422.fa.gz,85.86,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.422.fa.gz,1471320,4053
EHA05415_bin.297.fa.gz,77.83,1.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.297.fa.gz,2346174,45211
EHA05415_bin.290.fa.gz,87.54,1.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.290.fa.gz,1280480,59160
EHA05415_bin.418.fa.gz,59.71,0.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.418.fa.gz,731817,19207
EHA05415_bin.424.fa.gz,56.07,4.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.424.fa.gz,1950498,84443
EHA05415_bin.131.fa.gz,79.16,1.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.131.fa.gz,2164678,22513
EHA05415_bin.268.fa.gz,99.84,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.268.fa.gz,1951504,15685
EHA05415_bin.284.fa.gz,75.33,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.284.fa.gz,2395659,79271
EHA05415_bin.103.fa.gz,90.76,5.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.103.fa.gz,1829347,52705
EHA05415_bin.260.fa.gz,76.68,4.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.260.fa.gz,1805916,14090
EHA05415_bin.139.fa.gz,59.43,1.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.139.fa.gz,2007035,10124
EHA05415_bin.461.fa.gz,95.71,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.461.fa.gz,1759143,68736
EHA05415_bin.426.fa.gz,73.03,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.426.fa.gz,1563078,77111
EHA05415_bin.214.fa.gz,84.82,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.214.fa.gz,1517879,56082
EHA05415_bin.246.fa.gz,93.35,0.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.246.fa.gz,1751532,49257
EHA05415_bin.169.fa.gz,88.34,0.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.169.fa.gz,1473607,86274
EHA05415_bin.307.fa.gz,81.76,5.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.307.fa.gz,1158522,155064
EHA05415_bin.30.fa.gz,92.23,0.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.30.fa.gz,1070959,4318
EHA05415_bin.267.fa.gz,99.63,1.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.267.fa.gz,1636688,11729
EHA05415_bin.147.fa.gz,75.8,0.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.147.fa.gz,969039,34678
EHA05415_bin.143.fa.gz,93.88,1.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.143.fa.gz,2561693,55977
EHA05415_bin.364.fa.gz,62.92,0.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.364.fa.gz,1596554,17813
EHA05415_bin.273.fa.gz,69.63,0.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.273.fa.gz,2730331,38279
EHA05415_bin.160.fa.gz,96.72,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.160.fa.gz,2439492,34127
EHA05415_bin.191.fa.gz,81.49,1.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.191.fa.gz,1217873,96933
EHA05415_bin.43.fa.gz,87.66,2.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.43.fa.gz,1268484,5446
EHA05415_bin.78.fa.gz,87.72,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.78.fa.gz,1447520,213979
EHA05415_bin.324.fa.gz,72.05,3.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.324.fa.gz,1833047,34435
EHA05415_bin.141.fa.gz,79.12,4.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.141.fa.gz,1989852,59582
EHA05415_bin.386.fa.gz,55.26,0.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.386.fa.gz,531329,23327
EHA05415_bin.329.fa.gz,92.42,2.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.329.fa.gz,1799709,120310
EHA05415_bin.215.fa.gz,96.35,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.215.fa.gz,1719499,40870
EHA05415_bin.353.fa.gz,73.1,0.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.353.fa.gz,1850824,80649
EHA05415_bin.349.fa.gz,100.0,2.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.349.fa.gz,1488344,28392
EHA05415_bin.72.fa.gz,97.81,0.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.72.fa.gz,2508080,6508
EHA05415_bin.200.fa.gz,54.91,0.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.200.fa.gz,1956269,30231
EHA05415_bin.357.fa.gz,97.24,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.357.fa.gz,4144407,57807
EHA05415_bin.166.fa.gz,97.09,2.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.166.fa.gz,2355169,25675
EHA05415_bin.157.fa.gz,82.63,2.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.157.fa.gz,914564,16025
EHA05415_bin.23.fa.gz,80.64,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.23.fa.gz,1912608,48834
EHA05415_bin.355.fa.gz,71.76,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.355.fa.gz,1914660,11870
EHA05415_bin.325.fa.gz,89.96,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.325.fa.gz,1502306,31519
EHA05415_bin.199.fa.gz,67.8,0.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.199.fa.gz,2020176,36763
EHA05415_bin.62.fa.gz,66.55,7.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.62.fa.gz,1951991,25062
EHA05415_bin.32.fa.gz,94.28,1.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.32.fa.gz,908314,5044
EHA05415_bin.135.fa.gz,84.66,5.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.135.fa.gz,2886907,8493
EHA05415_bin.371.fa.gz,50.55,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.371.fa.gz,1398175,11524
EHA05415_bin.365.fa.gz,50.52,2.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.365.fa.gz,1437050,9104
EHA05415_bin.68.fa.gz,90.3,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.68.fa.gz,2132048,26456
EHA05415_bin.253.fa.gz,77.44,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.253.fa.gz,1793099,26612
EHA05415_bin.116.fa.gz,91.06,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.116.fa.gz,2197546,42248
EHA05415_bin.44.fa.gz,87.49,1.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.44.fa.gz,2065013,29946
EHA05415_bin.24.fa.gz,91.41,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.24.fa.gz,1554397,11604
EHA05415_bin.174.fa.gz,89.47,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.174.fa.gz,834406,32507
EHA05415_bin.277.fa.gz,92.8,0.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.277.fa.gz,1904298,37598
EHA05415_bin.275.fa.gz,91.78,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.275.fa.gz,1091891,14485
EHA05415_bin.97.fa.gz,84.53,1.99,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.97.fa.gz,2337388,69043
EHA05415_bin.123.fa.gz,71.71,2.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.123.fa.gz,1475153,24540
