genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
EHA05391_bin.417.fa.gz,97.51849265254549,NA,NA,NA,NA,NA,390_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.288.fa.gz,74.52736136057943,NA,NA,NA,NA,NA,391_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.216.fa.gz,64.42404019428439,NA,NA,NA,NA,NA,392_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.129.fa.gz,92.32013673036992,NA,NA,NA,NA,NA,393_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.244.fa.gz,98.02300041540491,NA,NA,NA,NA,NA,394_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.7.fa.gz,96.00681963922337,NA,NA,NA,NA,NA,395_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.261.fa.gz,95.96127233933369,NA,NA,NA,NA,NA,396_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.480.fa.gz,83.78733177044738,NA,NA,NA,NA,NA,397_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.139.fa.gz,71.57067368765934,NA,NA,NA,NA,NA,398_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.114.fa.gz,98.17637197319118,NA,NA,NA,NA,NA,399_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.271.fa.gz,87.23945505183524,NA,NA,NA,NA,NA,400_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.259.fa.gz,92.34385516363369,NA,NA,NA,NA,NA,400_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.339.fa.gz,86.6414107988178,NA,NA,NA,NA,NA,401_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.196.fa.gz,72.43472530906575,NA,NA,NA,NA,NA,401_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.687.fa.gz,52.88592302284936,NA,NA,NA,NA,NA,402_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.299.fa.gz,83.73244892923067,NA,NA,NA,NA,NA,403_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.229.fa.gz,62.55137248284565,NA,NA,NA,NA,NA,404_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.489.fa.gz,80.13836779917875,NA,NA,NA,NA,NA,405_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.318.fa.gz,100.25782175241206,NA,NA,NA,NA,NA,406_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.464.fa.gz,90.27794982620459,NA,NA,NA,NA,NA,407_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.283.fa.gz,72.82412119313345,NA,NA,NA,NA,NA,408_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.666.fa.gz,71.93323425623473,NA,NA,NA,NA,NA,409_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.450.fa.gz,92.97530492668885,NA,NA,NA,NA,NA,410_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.632.fa.gz,89.84473489198473,NA,NA,NA,NA,NA,411_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.21.fa.gz,84.71625078170689,NA,NA,NA,NA,NA,412_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.217.fa.gz,77.96458436808031,NA,NA,NA,NA,NA,413_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.209.fa.gz,89.0093842350951,NA,NA,NA,NA,NA,414_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.185.fa.gz,95.70697934305336,NA,NA,NA,NA,NA,415_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.636.fa.gz,81.35660991355721,NA,NA,NA,NA,NA,416_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.193.fa.gz,80.85582668544866,NA,NA,NA,NA,NA,417_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.190.fa.gz,81.27682718273063,NA,NA,NA,NA,NA,418_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.363.fa.gz,71.72308495113917,NA,NA,NA,NA,NA,419_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.329.fa.gz,79.38015086339695,NA,NA,NA,NA,NA,420_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.91.fa.gz,73.02129569385066,NA,NA,NA,NA,NA,421_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.1.fa.gz,82.82634597924554,NA,NA,NA,NA,NA,422_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.128.fa.gz,88.05031425278428,NA,NA,NA,NA,NA,423_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.96.fa.gz,82.03770584685743,NA,NA,NA,NA,NA,424_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.37.fa.gz,74.41333301253509,NA,NA,NA,NA,NA,425_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.220.fa.gz,77.25735335000851,NA,NA,NA,NA,NA,426_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.582.fa.gz,80.8818499201848,NA,NA,NA,NA,NA,427_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.235.fa.gz,73.04025220759752,NA,NA,NA,NA,NA,428_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.457.fa.gz,73.81438452375178,NA,NA,NA,NA,NA,428_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.239.fa.gz,58.93916906358355,NA,NA,NA,NA,NA,429_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.517.fa.gz,75.27663734623219,NA,NA,NA,NA,NA,430_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.583.fa.gz,96.55314987781406,NA,NA,NA,NA,NA,431_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.216.fa.gz,45.38369482506461,NA,NA,NA,NA,NA,432_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.495.fa.gz,80.1525136087463,NA,NA,NA,NA,NA,433_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.399.fa.gz,95.78495728619032,NA,NA,NA,NA,NA,433_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.23.fa.gz,81.80436114943244,NA,NA,NA,NA,NA,434_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.425.fa.gz,96.66032942488249,NA,NA,NA,NA,NA,435_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.202.fa.gz,72.6143979929534,NA,NA,NA,NA,NA,436_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.215.fa.gz,96.47570231885578,NA,NA,NA,NA,NA,437_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.378.fa.gz,86.64471251439849,NA,NA,NA,NA,NA,438_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.598.fa.gz,89.12975961424397,NA,NA,NA,NA,NA,438_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.234.fa.gz,63.982583026876796,NA,NA,NA,NA,NA,439_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.492.fa.gz,76.28497503871691,NA,NA,NA,NA,NA,440_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.451.fa.gz,77.00485598428307,NA,NA,NA,NA,NA,441_1,NA,NA,2,99.54,99.54,NA,NA
EHA05391_bin.581.fa.gz,73.05822914262023,NA,NA,NA,NA,NA,442_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.419.fa.gz,89.70823502985083,NA,NA,NA,NA,NA,443_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.326.fa.gz,49.45046980101905,NA,NA,NA,NA,NA,444_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.304.fa.gz,48.868923465789784,NA,NA,NA,NA,NA,444_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.381.fa.gz,56.30367134530082,NA,NA,NA,NA,NA,445_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.213.fa.gz,78.51793700750055,NA,NA,NA,NA,NA,446_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.74.fa.gz,77.1544508804851,NA,NA,NA,NA,NA,447_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.192.fa.gz,93.80826582563944,NA,NA,NA,NA,NA,448_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.171.fa.gz,92.43994097105644,NA,NA,NA,NA,NA,449_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.184.fa.gz,61.93495118240029,NA,NA,NA,NA,NA,450_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.274.fa.gz,85.70192466904835,NA,NA,NA,NA,NA,451_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.609.fa.gz,77.22073338088488,NA,NA,NA,NA,NA,452_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.276.fa.gz,99.12873108574298,NA,NA,NA,NA,NA,453_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.147.fa.gz,74.79002702113203,NA,NA,NA,NA,NA,454_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.88.fa.gz,75.39671428680164,NA,NA,NA,NA,NA,455_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.586.fa.gz,81.22428956270433,NA,NA,NA,NA,NA,456_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.451.fa.gz,54.83459017949821,NA,NA,NA,NA,NA,457_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.173.fa.gz,78.29547821966595,NA,NA,NA,NA,NA,458_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.376.fa.gz,85.29410074372927,NA,NA,NA,NA,NA,459_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.172.fa.gz,99.04413120287406,NA,NA,NA,NA,NA,460_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.204.fa.gz,61.941663230908794,NA,NA,NA,NA,NA,461_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.537.fa.gz,64.12140073315896,NA,NA,NA,NA,NA,462_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.585.fa.gz,73.66962470673836,NA,NA,NA,NA,NA,463_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.144.fa.gz,61.02647416871145,NA,NA,NA,NA,NA,464_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.207.fa.gz,63.666932674421346,NA,NA,NA,NA,NA,465_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.120.fa.gz,57.22953911237347,NA,NA,NA,NA,NA,466_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.575.fa.gz,67.29339852392664,NA,NA,NA,NA,NA,467_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.258.fa.gz,90.73967197551607,NA,NA,NA,NA,NA,468_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.90.fa.gz,77.52621057418047,NA,NA,NA,NA,NA,469_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.602.fa.gz,72.50491100798908,NA,NA,NA,NA,NA,470_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.120.fa.gz,59.45144809919263,NA,NA,NA,NA,NA,471_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.307.fa.gz,57.025255491375894,NA,NA,NA,NA,NA,472_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.362.fa.gz,46.2073793095771,NA,NA,NA,NA,NA,473_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.155.fa.gz,76.97827989508738,NA,NA,NA,NA,NA,474_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.158.fa.gz,70.76400093045206,NA,NA,NA,NA,NA,475_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.39.fa.gz,97.75834337147282,NA,NA,NA,NA,NA,476_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.118.fa.gz,63.919134741731455,NA,NA,NA,NA,NA,477_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.279.fa.gz,72.28623524115193,NA,NA,NA,NA,NA,478_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.227.fa.gz,77.08713657448658,NA,NA,NA,NA,NA,479_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.520.fa.gz,87.52711245243447,NA,NA,NA,NA,NA,480_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.375.fa.gz,70.34405119139171,NA,NA,NA,NA,NA,481_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.449.fa.gz,98.52935467472128,NA,NA,NA,NA,NA,482_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.153.fa.gz,97.16128543411115,NA,NA,NA,NA,NA,483_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.55.fa.gz,96.3952715290522,NA,NA,NA,NA,NA,484_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.102.fa.gz,86.64603992010832,NA,NA,NA,NA,NA,485_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.170.fa.gz,41.86755499484309,NA,NA,NA,NA,NA,486_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.294.fa.gz,99.75416761687008,NA,NA,NA,NA,NA,487_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.373.fa.gz,85.39952776552614,NA,NA,NA,NA,NA,487_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.156.fa.gz,90.11993346128244,NA,NA,NA,NA,NA,488_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.348.fa.gz,71.3870195004023,NA,NA,NA,NA,NA,489_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.319.fa.gz,32.70342597391032,NA,NA,NA,NA,NA,490_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.349.fa.gz,58.74173711458515,NA,NA,NA,NA,NA,491_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.488.fa.gz,41.27250948614139,NA,NA,NA,NA,NA,491_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.35.fa.gz,87.20369991556662,NA,NA,NA,NA,NA,492_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.298.fa.gz,39.327468484018716,NA,NA,NA,NA,NA,492_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.278.fa.gz,49.991226980520146,NA,NA,NA,NA,NA,493_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.138.fa.gz,70.9253286173557,NA,NA,NA,NA,NA,494_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.413.fa.gz,72.01022207768328,NA,NA,NA,NA,NA,495_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.314.fa.gz,90.37829860417894,NA,NA,NA,NA,NA,496_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.407.fa.gz,54.968507602954,NA,NA,NA,NA,NA,497_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.136.fa.gz,57.632855014772645,NA,NA,NA,NA,NA,498_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.221.fa.gz,57.80103546363205,NA,NA,NA,NA,NA,498_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.135.fa.gz,59.34453056204239,NA,NA,NA,NA,NA,499_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.148.fa.gz,65.9230946498684,NA,NA,NA,NA,NA,500_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.137.fa.gz,85.16294981036187,NA,NA,NA,NA,NA,501_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.84.fa.gz,93.69298077090656,NA,NA,NA,NA,NA,502_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.620.fa.gz,68.26203851695139,NA,NA,NA,NA,NA,503_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.431.fa.gz,95.03544989858676,NA,NA,NA,NA,NA,504_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.402.fa.gz,93.79090037125236,NA,NA,NA,NA,NA,505_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.422.fa.gz,83.01057653184482,NA,NA,NA,NA,NA,505_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.313.fa.gz,71.06406836988154,NA,NA,NA,NA,NA,506_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.189.fa.gz,64.6211883211768,NA,NA,NA,NA,NA,507_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.348.fa.gz,97.40607778569779,NA,NA,NA,NA,NA,508_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.349.fa.gz,89.54659799316974,NA,NA,NA,NA,NA,509_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.24.fa.gz,91.91230386006531,NA,NA,NA,NA,NA,510_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.337.fa.gz,93.81571404965837,NA,NA,NA,NA,NA,511_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.524.fa.gz,97.04710409876664,NA,NA,NA,NA,NA,512_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.77.fa.gz,97.157567953311,NA,NA,NA,NA,NA,513_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.275.fa.gz,65.43546783235219,NA,NA,NA,NA,NA,514_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.245.fa.gz,66.95067889272103,NA,NA,NA,NA,NA,514_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.106.fa.gz,74.05146486667158,NA,NA,NA,NA,NA,514_3,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.518.fa.gz,79.37475552611495,NA,NA,NA,NA,NA,515_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.618.fa.gz,58.53308618415848,NA,NA,NA,NA,NA,516_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.179.fa.gz,84.70497303191875,NA,NA,NA,NA,NA,517_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.690.fa.gz,75.68426485948565,NA,NA,NA,NA,NA,518_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.187.fa.gz,95.43093607950516,NA,NA,NA,NA,NA,519_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.309.fa.gz,84.30970606283613,NA,NA,NA,NA,NA,520_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.250.fa.gz,72.63255048311095,NA,NA,NA,NA,NA,521_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.524.fa.gz,73.09462649800814,NA,NA,NA,NA,NA,522_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.278.fa.gz,72.94803965471884,NA,NA,NA,NA,NA,523_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.535.fa.gz,76.35298881466717,NA,NA,NA,NA,NA,524_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.500.fa.gz,74.6430367847973,NA,NA,NA,NA,NA,525_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.469.fa.gz,77.78347477048699,NA,NA,NA,NA,NA,526_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.415.fa.gz,84.2228205303603,NA,NA,NA,NA,NA,527_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.552.fa.gz,66.89230368190772,NA,NA,NA,NA,NA,528_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.180.fa.gz,90.99051140260242,NA,NA,NA,NA,NA,529_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.183.fa.gz,99.22026585546035,NA,NA,NA,NA,NA,530_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.463.fa.gz,84.41065564757999,NA,NA,NA,NA,NA,531_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.227.fa.gz,75.7688949146811,NA,NA,NA,NA,NA,532_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.338.fa.gz,79.77533407253381,NA,NA,NA,NA,NA,533_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.125.fa.gz,92.07492727760977,NA,NA,NA,NA,NA,534_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.592.fa.gz,50.35298175900907,NA,NA,NA,NA,NA,535_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.275.fa.gz,87.71534038114322,NA,NA,NA,NA,NA,536_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.147.fa.gz,50.25466564349187,NA,NA,NA,NA,NA,537_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.195.fa.gz,68.53282072662435,NA,NA,NA,NA,NA,538_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.89.fa.gz,86.4016649015388,NA,NA,NA,NA,NA,539_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.462.fa.gz,79.33177005367398,NA,NA,NA,NA,NA,540_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.698.fa.gz,92.53800176783493,NA,NA,NA,NA,NA,541_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.343.fa.gz,97.15913856277383,NA,NA,NA,NA,NA,542_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.277.fa.gz,78.95018665345802,NA,NA,NA,NA,NA,543_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.450.fa.gz,94.44901254582537,NA,NA,NA,NA,NA,544_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.364.fa.gz,97.24252907558605,NA,NA,NA,NA,NA,545_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.328.fa.gz,55.339776403941144,NA,NA,NA,NA,NA,546_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.367.fa.gz,78.22728882802235,NA,NA,NA,NA,NA,547_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.536.fa.gz,43.943918604608854,NA,NA,NA,NA,NA,548_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.163.fa.gz,77.60270655003808,NA,NA,NA,NA,NA,549_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.519.fa.gz,93.89704458489928,NA,NA,NA,NA,NA,550_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.582.fa.gz,68.24065114334658,NA,NA,NA,NA,NA,551_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.584.fa.gz,93.42495341778435,NA,NA,NA,NA,NA,552_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.551.fa.gz,70.85036661730591,NA,NA,NA,NA,NA,553_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.633.fa.gz,65.58865347544854,NA,NA,NA,NA,NA,554_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.328.fa.gz,80.31535317664692,NA,NA,NA,NA,NA,555_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.314.fa.gz,81.91442114419068,NA,NA,NA,NA,NA,556_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.207.fa.gz,74.08095281961181,NA,NA,NA,NA,NA,557_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.572.fa.gz,48.218594963234274,NA,NA,NA,NA,NA,557_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.534.fa.gz,81.0657901724517,NA,NA,NA,NA,NA,558_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.567.fa.gz,97.14194708241637,NA,NA,NA,NA,NA,559_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.449.fa.gz,87.13427359878384,NA,NA,NA,NA,NA,560_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.379.fa.gz,54.36961686568269,NA,NA,NA,NA,NA,560_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.185.fa.gz,79.97366783797438,NA,NA,NA,NA,NA,561_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.116.fa.gz,98.59577685227148,NA,NA,NA,NA,NA,562_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.550.fa.gz,90.78719039723495,NA,NA,NA,NA,NA,563_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.257.fa.gz,86.99038674843314,NA,NA,NA,NA,NA,564_1,NA,NA,2,99.83,99.83,NA,NA
EHA05391_bin.182.fa.gz,77.69518665345801,NA,NA,NA,NA,NA,565_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.413.fa.gz,79.88225436455164,NA,NA,NA,NA,NA,566_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.456.fa.gz,86.47278915202602,NA,NA,NA,NA,NA,567_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.64.fa.gz,77.60146077277227,NA,NA,NA,NA,NA,568_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.277.fa.gz,47.43525419742567,NA,NA,NA,NA,NA,569_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.452.fa.gz,92.05984494498324,NA,NA,NA,NA,NA,570_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.239.fa.gz,90.09736528481396,NA,NA,NA,NA,NA,571_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.327.fa.gz,75.58678147612946,NA,NA,NA,NA,NA,572_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.342.fa.gz,92.27731227707443,NA,NA,NA,NA,NA,573_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.345.fa.gz,100.55766994230272,NA,NA,NA,NA,NA,574_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.344.fa.gz,99.824725589701,NA,NA,NA,NA,NA,575_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.405.fa.gz,52.42708855378839,NA,NA,NA,NA,NA,575_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.188.fa.gz,71.39640359418453,NA,NA,NA,NA,NA,576_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.416.fa.gz,77.43907393532163,NA,NA,NA,NA,NA,577_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.208.fa.gz,60.79058971029925,NA,NA,NA,NA,NA,578_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.538.fa.gz,55.19493272651314,NA,NA,NA,NA,NA,579_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.671.fa.gz,57.64394097174232,NA,NA,NA,NA,NA,580_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.190.fa.gz,101.75294860380785,NA,NA,NA,NA,NA,581_1,NA,NA,2,99.44,99.44,NA,NA
nhnw_bin.408.fa.gz,73.71194357213021,NA,NA,NA,NA,NA,581_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.365.fa.gz,93.5913122617895,NA,NA,NA,NA,NA,582_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.183.fa.gz,79.21724110750505,NA,NA,NA,NA,NA,583_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.186.fa.gz,57.66297044942442,NA,NA,NA,NA,NA,584_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.357.fa.gz,90.6841898974412,NA,NA,NA,NA,NA,585_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.31.fa.gz,85.8050974284821,NA,NA,NA,NA,NA,585_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.327.fa.gz,74.25523312248559,NA,NA,NA,NA,NA,586_1,NA,NA,2,99.33,99.33,NA,NA
EHA05415_bin.174.fa.gz,90.34598844562834,NA,NA,NA,NA,NA,587_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.330.fa.gz,74.7711723397889,NA,NA,NA,NA,NA,588_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.286.fa.gz,58.77240830903771,NA,NA,NA,NA,NA,589_0,NA,NA,1,NA,NA,NA,NA
