genome,location,length
EHA05415_bin.251.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.251.fa.gz,2143517
EHA05415_bin.252.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.252.fa.gz,2526498
EHA05415_bin.253.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.253.fa.gz,1793099
EHA05415_bin.254.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.254.fa.gz,1955706
EHA05415_bin.255.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.255.fa.gz,2047589
EHA05415_bin.256.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.256.fa.gz,2532678
EHA05415_bin.257.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.257.fa.gz,1615670
EHA05415_bin.258.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.258.fa.gz,1751474
EHA05415_bin.259.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.259.fa.gz,1581941
EHA05415_bin.260.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.260.fa.gz,1805916
EHA05415_bin.261.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.261.fa.gz,1582953
EHA05415_bin.263.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.263.fa.gz,735142
EHA05415_bin.264.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.264.fa.gz,2383450
EHA05415_bin.265.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.265.fa.gz,2338736
EHA05415_bin.266.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.266.fa.gz,1477078
EHA05415_bin.267.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.267.fa.gz,1636688
EHA05415_bin.268.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.268.fa.gz,1951504
EHA05415_bin.269.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.269.fa.gz,1544675
EHA05415_bin.26.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.26.fa.gz,1652660
EHA05415_bin.270.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.270.fa.gz,1559300
EHA05415_bin.272.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.272.fa.gz,1557901
EHA05415_bin.274.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.274.fa.gz,2895684
EHA05415_bin.275.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.275.fa.gz,1091891
EHA05415_bin.276.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.276.fa.gz,1206956
EHA05415_bin.277.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.277.fa.gz,1904298
EHA05415_bin.278.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.278.fa.gz,2064039
EHA05415_bin.279.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.279.fa.gz,1798924
EHA05415_bin.27.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.27.fa.gz,1914158
EHA05415_bin.280.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.280.fa.gz,1571681
EHA05415_bin.281.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.281.fa.gz,1516143
EHA05415_bin.282.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.282.fa.gz,1928700
EHA05415_bin.283.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.283.fa.gz,1477525
EHA05415_bin.284.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.284.fa.gz,2395659
EHA05415_bin.285.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.285.fa.gz,1830406
EHA05415_bin.286.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.286.fa.gz,1511855
EHA05415_bin.287.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.287.fa.gz,1788006
EHA05415_bin.288.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.288.fa.gz,1396504
EHA05415_bin.289.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.289.fa.gz,1628895
EHA05415_bin.290.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.290.fa.gz,1280480
EHA05415_bin.291.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.291.fa.gz,1328267
EHA05415_bin.292.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.292.fa.gz,1574589
EHA05415_bin.293.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.293.fa.gz,1073100
EHA05415_bin.294.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.294.fa.gz,1801007
EHA05415_bin.295.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.295.fa.gz,1610481
EHA05415_bin.297.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.297.fa.gz,2346174
EHA05415_bin.298.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.298.fa.gz,1871639
EHA05415_bin.299.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.299.fa.gz,1510507
EHA05415_bin.29.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.29.fa.gz,2013523
EHA05415_bin.2.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.2.fa.gz,2067435
EHA05415_bin.300.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.300.fa.gz,2852787
EHA05415_bin.301.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.301.fa.gz,2147691
EHA05415_bin.302.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.302.fa.gz,1554044
EHA05415_bin.303.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.303.fa.gz,2248493
EHA05415_bin.305.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.305.fa.gz,1009255
EHA05415_bin.306.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.306.fa.gz,2162817
EHA05415_bin.307.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.307.fa.gz,1158522
EHA05415_bin.309.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.309.fa.gz,807492
EHA05415_bin.30.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.30.fa.gz,1070959
EHA05415_bin.310.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.310.fa.gz,2426303
EHA05415_bin.311.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.311.fa.gz,2532185
EHA05415_bin.312.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.312.fa.gz,2633977
EHA05415_bin.313.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.313.fa.gz,1908932
EHA05415_bin.314.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.314.fa.gz,2117361
EHA05415_bin.315.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.315.fa.gz,1913774
EHA05415_bin.316.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.316.fa.gz,1933410
EHA05415_bin.317.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.317.fa.gz,1405418
EHA05415_bin.318.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.318.fa.gz,1103726
EHA05415_bin.319.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.319.fa.gz,2036607
EHA05415_bin.31.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.31.fa.gz,4713131
EHA05415_bin.320.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.320.fa.gz,2826865
EHA05415_bin.321.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.321.fa.gz,1483481
EHA05415_bin.323.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.323.fa.gz,1446128
EHA05415_bin.324.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.324.fa.gz,1833047
EHA05415_bin.325.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.325.fa.gz,1502306
EHA05415_bin.326.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.326.fa.gz,971011
EHA05415_bin.327.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.327.fa.gz,1046817
EHA05415_bin.328.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.328.fa.gz,796831
EHA05415_bin.329.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.329.fa.gz,1799709
EHA05415_bin.32.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.32.fa.gz,908314
EHA05415_bin.330.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.330.fa.gz,891862
EHA05415_bin.333.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.333.fa.gz,1680948
EHA05415_bin.334.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.334.fa.gz,936872
EHA05415_bin.337.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.337.fa.gz,1191577
EHA05415_bin.338.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.338.fa.gz,2733153
EHA05415_bin.339.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.339.fa.gz,2389796
EHA05415_bin.33.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.33.fa.gz,1586158
EHA05415_bin.340.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.340.fa.gz,2482666
EHA05415_bin.341.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.341.fa.gz,2216519
EHA05415_bin.342.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.342.fa.gz,1596707
EHA05415_bin.343.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.343.fa.gz,1662654
EHA05415_bin.344.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.344.fa.gz,1750145
EHA05415_bin.345.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.345.fa.gz,1631924
EHA05415_bin.346.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.346.fa.gz,2927158
EHA05415_bin.347.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.347.fa.gz,1626944
EHA05415_bin.348.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.348.fa.gz,1752200
EHA05415_bin.349.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.349.fa.gz,1488344
EHA05415_bin.34.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.34.fa.gz,1276595
EHA05415_bin.350.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.350.fa.gz,1349947
EHA05415_bin.351.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.351.fa.gz,1182476
EHA05415_bin.352.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.352.fa.gz,1491679
EHA05415_bin.353.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.353.fa.gz,1850824
EHA05415_bin.354.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.354.fa.gz,3676737
EHA05415_bin.355.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.355.fa.gz,1914660
EHA05415_bin.356.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.356.fa.gz,1732729
EHA05415_bin.357.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.357.fa.gz,4144407
EHA05415_bin.358.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.358.fa.gz,4059289
EHA05415_bin.359.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.359.fa.gz,1287610
EHA05415_bin.35.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.35.fa.gz,2034160
EHA05415_bin.360.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.360.fa.gz,1449121
EHA05415_bin.361.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.361.fa.gz,1986422
EHA05415_bin.363.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.363.fa.gz,2227266
EHA05415_bin.368.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.368.fa.gz,1349784
EHA05415_bin.36.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.36.fa.gz,938745
EHA05415_bin.377.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.377.fa.gz,1280441
EHA05415_bin.379.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.379.fa.gz,1117531
EHA05415_bin.37.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.37.fa.gz,1392851
EHA05415_bin.384.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.384.fa.gz,1377119
EHA05415_bin.390.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.390.fa.gz,828559
EHA05415_bin.394.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.394.fa.gz,893481
EHA05415_bin.398.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.398.fa.gz,991501
EHA05415_bin.3.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.3.fa.gz,2447401
EHA05415_bin.400.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.400.fa.gz,1393203
EHA05415_bin.402.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.402.fa.gz,1817350
EHA05415_bin.403.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.403.fa.gz,1089782
EHA05415_bin.405.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.405.fa.gz,911517
EHA05415_bin.406.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.406.fa.gz,1382983
EHA05415_bin.407.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.407.fa.gz,2704398
EHA05415_bin.408.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.408.fa.gz,1510691
EHA05415_bin.409.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.409.fa.gz,1875335
EHA05415_bin.40.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.40.fa.gz,781811
EHA05415_bin.411.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.411.fa.gz,2064568
EHA05415_bin.412.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.412.fa.gz,2572466
EHA05415_bin.413.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.413.fa.gz,1472385
EHA05415_bin.414.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.414.fa.gz,3500129
EHA05415_bin.415.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.415.fa.gz,1730811
EHA05415_bin.416.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.416.fa.gz,1577287
EHA05415_bin.417.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.417.fa.gz,1631597
EHA05415_bin.419.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.419.fa.gz,1641505
EHA05415_bin.420.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.420.fa.gz,1658476
EHA05415_bin.422.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.422.fa.gz,1471320
EHA05415_bin.426.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.426.fa.gz,1563078
