Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length
nhnw_bin.506	8369	0.34248096	1926910	13787	0.47826728	1926910	15864	0.48055956	1926910	36971	0.79413724	1926910	5899	0.23346654	1926910	10637	0.39944524	1926910	20103	0.63254225	1926910	8263	0.3425583	1926910	28492	0.63901377	1926910	13964	0.33986902	1926910	5312	0.2132933	1926910	36077	0.76139206	1926910	17224	0.52115613	1926910	8370	0.29174843	1926910	3087	0.127815	1926910	49287	0.88726145	1926910	34934	0.78253627	1926910	13548	0.49310607	1926910	3362	0.115571044	1926910	2847	0.13213953	1926910	3711	0.14506957	1926910	18601	0.6100067	1926910	50960	0.90140796	1926910	20078	0.61605936	1926910	28655	0.6872802	1926910	1320	0.054668874	1926910	28378	0.728498	1926910	5955	0.22715643	1926910	7500	0.2606131	1926910	18541	0.54744226	1926910	14111	0.4981395	1926910	679	0.023725031	1926910	69303	0.87516177	1926910	66108	0.9249472	1926910	57644	0.8799342	1926910	2717	0.0939198	1926910	5543	0.19090357	1926910	6034	0.20617518	1926910	9882	0.3880306	1926910	16773	0.57413685	1926910	5710	0.20608176	1926910
nhnw_bin.507	94	0.0050308383	1965080	939	0.043561585	1965080	5850	0.20387058	1965080	7770	0.30109462	1965080	192	0.008819997	1965080	6936	0.2727619	1965080	1551	0.07407841	1965080	245	0.0114891	1965080	5869	0.21823335	1965080	5777	0.15550716	1965080	701	0.032990005	1965080	22	0.00088088016	1965080	61	0.0014783114	1965080	1112	0.050212715	1965080	1346	0.06461925	1965080	12970	0.47309726	1965080	8246	0.3007679	1965080	283	0.013417774	1965080	4403	0.14354022	1965080	1614	0.0762661	1965080	1058	0.03889358	1965080	1546	0.07751847	1965080	446	0.021140106	1965080	4248	0.17721263	1965080	5606	0.20163505	1965080	70	0.0027571397	1965080	18999	0.53803205	1965080	1523	0.066178985	1965080	3774	0.13145521	1965080	31	0.0010554278	1965080	1342	0.061140005	1965080	42	0.0012086022	1965080	8816	0.25607404	1965080	7422	0.2599777	1965080	45003	0.8410864	1965080	2726	0.10985914	1965080	2605	0.102685384	1965080	2	0.00015368332	1965080	71	0.0035403138	1965080	7665	0.322909	1965080	2464	0.1074913	1965080
nhnw_bin.508	5369	0.13939519	3504009	11871	0.2824776	3504009	55576	0.7417661	3504009	18816	0.38482863	3504009	17288	0.3607465	3504009	57382	0.78473055	3504009	12079	0.28745988	3504009	35960	0.63820213	3504009	312953	0.9815212	3504009	62	0.00073972414	3504009	67390	0.83941364	3504009	563658	0.9878197	3504009	65942	0.80295515	3504009	29338	0.5515317	3504009	60306	0.815275	3504009	34800	0.60574615	3504009	57	0.00084931287	3504009	20023	0.41620985	3504009	142	0.0021832136	3504009	20979	0.4441952	3504009	428	0.0063236137	3504009	76979	0.87637275	3504009	17851	0.37600416	3504009	70951	0.8376548	3504009	54	0.00045205365	3504009	32	0.0006212884	3504009	194952	0.98342097	3504009	158520	0.96604174	3504009	1990	0.011709159	3504009	18571	0.35358357	3504009	53191	0.7532695	3504009	2850	0.05100415	3504009	65552	0.72772586	3504009	614	0.008442901	3504009	924336	0.99006253	3504009	49921	0.6997028	3504009	80060	0.8476882	3504009	38915	0.55232966	3504009	49399	0.75374067	3504009	126572	0.9687404	3504009	44118	0.6675799	3504009
nhnw_bin.509	351	0.003797774	2585462	539	0.0048285373	2585462	2970	0.01343435	2585462	35925	0.6721499	2585462	385	0.0040035397	2585462	8705	0.23525196	2585462	16318	0.40180168	2585462	2775	0.08249357	2585462	5823	0.02522992	2585462	7340	0.116912566	2585462	1457	0.009261788	2585462	4195	0.013847428	2585462	55186	0.81312585	2585462	5303	0.098640785	2585462	1018	0.007677545	2585462	33634	0.6528957	2585462	24970	0.52859837	2585462	659	0.0040406706	2585462	6424	0.14299765	2585462	11700	0.34158692	2585462	6329	0.15609822	2585462	1302	0.009511259	2585462	1900	0.025932696	2585462	30778	0.60528874	2585462	48440	0.74489045	2585462	97	0.001544018	2585462	76932	0.8587989	2585462	2201	0.009136858	2585462	17277	0.3552982	2585462	25933	0.54632944	2585462	1052	0.00916548	2585462	109	0.0016059026	2585462	67374	0.7948189	2585462	1667	0.007711968	2585462	18895	0.020973042	2585462	11579	0.2308307	2585462	27822	0.5647641	2585462	421	0.0040665846	2585462	1076	0.011361219	2585462	1623	0.0074180164	2585462	1136	0.008026806	2585462
nhnw_bin.50	1211	0.07125466	1400554	386	0.021200182	1400554	3743	0.17119582	1400554	3577	0.19469011	1400554	331	0.016998988	1400554	1310	0.07413923	1400554	2430	0.1352936	1400554	322	0.019201687	1400554	2583	0.09998258	1400554	1925	0.071281075	1400554	2275	0.1301485	1400554	5949	0.27473414	1400554	5506	0.26197347	1400554	1204	0.06188765	1400554	1259	0.068084486	1400554	10111	0.48359436	1400554	7230	0.34990367	1400554	333	0.014078001	1400554	1633	0.07371012	1400554	1218	0.07341737	1400554	206	0.009701161	1400554	2944	0.17545058	1400554	1018	0.06029257	1400554	2283	0.12879546	1400554	1959	0.09948349	1400554	102	0.00497803	1400554	5686	0.2604341	1400554	2047	0.1218118	1400554	1973	0.08254591	1400554	1628	0.083327025	1400554	1026	0.059885588	1400554	32	0.0011009929	1400554	20889	0.63184357	1400554	2512	0.1290989	1400554	20982	0.687298	1400554	1431	0.06675358	1400554	585	0.0030295155	1400554	591	0.028867148	1400554	905	0.043419246	1400554	933	0.048113104	1400554	1934	0.110036455	1400554
nhnw_bin.510	790	0.070516504	982224	1107	0.101312935	982224	1414	0.06286143	982224	7548	0.4103117	982224	11102	0.628206	982224	7026	0.45800245	982224	17002	0.7771537	982224	3553	0.30519313	982224	9664	0.47779936	982224	3973	0.16774993	982224	27697	0.9007253	982224	1421	0.02643898	982224	25766	0.85633826	982224	4963	0.33779463	982224	10749	0.65079963	982224	26971	0.8756587	982224	9996	0.5299239	982224	5219	0.3925968	982224	882	0.02916748	982224	3203	0.26931027	982224	225	0.012533801	982224	863	0.071589574	982224	989	0.061043102	982224	3144	0.1901328	982224	1052	0.024660362	982224	593	0.042528994	982224	1648	0.025590904	982224	2385	0.17832796	982224	17045	0.7171093	982224	3883	0.25777522	982224	11600	0.67194754	982224	10628	0.5898705	982224	4417	0.18587613	982224	1730	0.0319815	982224	23727	0.7657194	982224	8658	0.49109775	982224	858	0.015827347	982224	2473	0.16327335	982224	6947	0.48318407	982224	9630	0.611051	982224	1360	0.11348226	982224
nhnw_bin.511	4955	0.15961741	2769698	9974	0.2796074	2769698	4653	0.121884406	2769698	13527	0.30685836	2769698	1747	0.027874159	2769698	1273	0.032174267	2769698	200899	0.9790634	2769698	3540	0.103510566	2769698	9607	0.19930585	2769698	40922	0.5528762	2769698	3297	0.084444225	2769698	31901	0.58710843	2769698	18859	0.41943166	2769698	8470	0.23795374	2769698	19818	0.50569487	2769698	12552	0.31641716	2769698	36334	0.6655249	2769698	2893	0.07791427	2769698	8516	0.18759337	2769698	5665	0.18237548	2769698	2434	0.06500492	2769698	5888	0.11148797	2769698	37000	0.68591666	2769698	42716	0.7440945	2769698	45784	0.7130326	2769698	1533	0.040462896	2769698	9414	0.25237986	2769698	8130	0.23128694	2769698	16682	0.3646051	2769698	10760	0.21629578	2769698	1303	0.031951137	2769698	167	0.0034505567	2769698	20376	0.37162176	2769698	33980	0.6218721	2769698	138708	0.9206993	2769698	1512	0.03752539	2769698	38559	0.6536337	2769698	3818	0.09356796	2769698	91089	0.92116	2769698	729	0.016245814	2769698	3169	0.08934404	2769698
nhnw_bin.512	1090	0.053872354	1781990	747	0.039981704	1781990	5929	0.19771042	1781990	9129	0.3466933	1781990	1622	0.07797687	1781990	725	0.028545614	1781990	1885	0.07717103	1781990	996	0.052527793	1781990	4815	0.14333639	1781990	11399	0.28476253	1781990	2345	0.07626698	1781990	22223	0.6325148	1781990	13388	0.4281079	1781990	5482	0.24110742	1781990	10347	0.4033081	1781990	27977	0.76232636	1781990	38438	0.834888	1781990	383	0.018937817	1781990	14307	0.40753484	1781990	3627	0.1842906	1781990	4746	0.18426254	1781990	3909	0.17755711	1781990	328	0.015322757	1781990	27607	0.7228301	1781990	25341	0.66484773	1781990	540	0.018878894	1781990	2094	0.05115068	1781990	7229	0.31472567	1781990	47238	0.85898685	1781990	9962	0.3617641	1781990	4804	0.22586602	1781990	48	0.0013299738	1781990	18674	0.4629751	1781990	130	0.004512932	1781990	80530	0.9668214	1781990	2379	0.083403386	1781990	13627	0.4354003	1781990	807	0.03312252	1781990	2745	0.12699959	1781990	1094	0.041615833	1781990	1538	0.06990275	1781990
nhnw_bin.513	742	0.011716186	4092714	26388	0.4555124	4092714	48225	0.5861277	4092714	1972	0.02909463	4092714	856	0.019815946	4092714	7179	0.12329618	4092714	36568	0.5737645	4092714	999	0.018203568	4092714	974857	0.92696947	4092714	320	0.0035995673	4092714	10810	0.035018083	4092714	1965	0.029841812	4092714	2419	0.032179136	4092714	4111	0.04625195	4092714	1583	0.015504382	4092714	36900	0.42589906	4092714	1795	0.01961168	4092714	82908	0.73577166	4092714	349	0.0040117633	4092714	45	0.0011439841	4092714	23	0.00033498553	4092714	2352	0.03403585	4092714	4170	0.038860034	4092714	42443	0.5878857	4092714	562	0.0073711476	4092714	166	0.0031563407	4092714	65232	0.67545474	4092714	3306	0.050390277	4092714	1532	0.01492506	4092714	7074	0.113770716	4092714	65	0.0010025132	4092714	62	0.0008520019	4092714	7351	0.051920313	4092714	511816	0.94205874	4092714	73221	0.5453093	4092714	1471	0.024355477	4092714	19258	0.26227656	4092714	430	0.0061748754	4092714	9745	0.03654934	4092714	81311	0.81860447	4092714	633	0.011539531	4092714
nhnw_bin.514	29548	0.7071698	1973594	144212	0.9767794	1973594	332447	0.9681854	1973594	186871	0.9729868	1973594	26591	0.64712703	1973594	14310	0.37756145	1973594	159419	0.9779134	1973594	18973	0.51557565	1973594	327558	0.96786976	1973594	155697	0.9464434	1973594	101352	0.953875	1973594	290818	0.979627	1973594	117565	0.96262807	1973594	113627	0.9594015	1973594	25002	0.6527518	1973594	255262	0.97861564	1973594	512620	0.9811405	1973594	229527	0.9732777	1973594	185461	0.96969587	1973594	44193	0.8556973	1973594	43115	0.7617504	1973594	123220	0.97435796	1973594	378271	0.9606003	1973594	153317	0.96952516	1973594	317587	0.9789556	1973594	15594	0.40692413	1973594	83925	0.70620555	1973594	81407	0.9383698	1973594	158976	0.9689516	1973594	170404	0.97459054	1973594	177814	0.96483976	1973594	4866	0.07308342	1973594	97081	0.8878326	1973594	211519	0.9813832	1973594	616215	0.98618156	1973594	46637	0.7696157	1973594	33774	0.62635833	1973594	24432	0.5341722	1973594	163339	0.9753936	1973594	206873	0.9677735	1973594	94774	0.94912124	1973594
nhnw_bin.515	795	0.041622166	1896898	2471	0.11712491	1896898	2272	0.08936485	1896898	3036	0.1311826	1896898	1488	0.06798363	1896898	1681	0.07842488	1896898	1455	0.07032271	1896898	3551	0.17396297	1896898	26422	0.6773733	1896898	5558	0.14779128	1896898	3596	0.16263764	1896898	25140	0.6714425	1896898	5851	0.22984368	1896898	1516	0.070761845	1896898	4396	0.20522822	1896898	2834	0.13244519	1896898	2404	0.101142496	1896898	2392	0.11248364	1896898	2593	0.09369086	1896898	1712	0.085539654	1896898	1289	0.05214408	1896898	4332	0.20819043	1896898	2882	0.13052046	1896898	1437	0.063951254	1896898	3947	0.16187058	1896898	265	0.010860362	1896898	950	0.03874958	1896898	8611	0.34809357	1896898	6141	0.22044042	1896898	2622	0.10933271	1896898	8196	0.3421059	1896898	261	0.009526079	1896898	7212	0.22417758	1896898	2284	0.08978237	1896898	17900	0.53094894	1896898	3722	0.14688033	1896898	7754	0.28225976	1896898	2680	0.09633623	1896898	5796	0.25997865	1896898	3139	0.14715287	1896898	6846	0.28088754	1896898
nhnw_bin.516	99	0.0027912306	2726396	371	0.0075414577	2726396	19414	0.41996613	2726396	10613	0.27687725	2726396	15522	0.40383422	2726396	41597	0.7497381	2726396	3592	0.11077041	2726396	25341	0.60618705	2726396	37792	0.61117715	2726396	4310	0.08061338	2726396	22522	0.52934754	2726396	2798	0.0058714873	2726396	139900	0.98090595	2726396	14656	0.398079	2726396	19852	0.5172895	2726396	7292	0.2215863	2726396	725	0.016061863	2726396	2808	0.08982004	2726396	192	0.0024105082	2726396	8703	0.26700523	2726396	3849	0.1001476	2726396	10972	0.33729804	2726396	720	0.020505458	2726396	11752	0.31486768	2726396	5287	0.11969024	2726396	158	0.004294314	2726396	812	0.022108674	2726396	13316	0.35033208	2726396	11087	0.2551922	2726396	17233	0.39707989	2726396	5029	0.15808305	2726396	1767	0.038524117	2726396	17377	0.31511858	2726396	345	0.010016154	2726396	208905	0.9880263	2726396	22649	0.49624524	2726396	146104	0.9721313	2726396	477	0.011449914	2726396	12397	0.35283834	2726396	9756	0.28866386	2726396	22139	0.5292892	2726396
nhnw_bin.517	42	0.001078841	2124502	3	0.00020899015	2124502	68	0.0014102128	2124502	18705	0.52812564	2124502	36	0.00089856354	2124502	2814	0.114141576	2124502	44	0.00095316453	2124502	58	0.0019364539	2124502	201	0.0033113642	2124502	74	0.0014059766	2124502	87	0.0019618715	2124502	174	0.002902798	2124502	204	0.0033607876	2124502	78	0.002137913	2124502	67	0.0018696146	2124502	114148	0.9940527	2124502	145	0.0024975266	2124502	868	0.036982313	2124502	53	0.0012685326	2124502	37	0.0014290408	2124502	14	0.0006500347	2124502	93	0.0031687426	2124502	75	0.0011419146	2124502	58	0.001235113	2124502	157	0.002763942	2124502	0	0	2124502	181	0.0034045626	2124502	64	0.0011230868	2124502	134	0.0020381247	2124502	89	0.001580135	2124502	307	0.0071550887	2124502	4	0.0001939278	2124502	110	0.0015283582	2124502	39	0.0009879962	2124502	315	0.0032746498	2124502	106	0.0025930782	2124502	79	0.0014572827	2124502	17	0.0005422447	2124502	130	0.0019910547	2124502	47	0.0007884201	2124502	42	0.0010642494	2124502
nhnw_bin.518	48897	0.77709883	2879850	691136	0.97733146	2879850	560448	0.9721652	2879850	739035	0.96935743	2879850	64232	0.8352428	2879850	48273	0.7484046	2879850	458321	0.9792652	2879850	193891	0.96404433	2879850	246127	0.9632005	2879850	69515	0.68930155	2879850	433572	0.9725468	2879850	853970	0.9762206	2879850	377849	0.9751473	2879850	697308	0.97946453	2879850	74513	0.8915534	2879850	584807	0.9697085	2879850	650663	0.9790107	2879850	97036	0.9241183	2879850	204116	0.95559144	2879850	86053	0.9098821	2879850	153936	0.94017464	2879850	639442	0.9689053	2879850	515302	0.9768741	2879850	81776	0.8801618	2879850	1117301	0.9790906	2879850	23556	0.44744274	2879850	129761	0.94423145	2879850	120748	0.9377679	2879850	340573	0.9627613	2879850	622913	0.97472125	2879850	501888	0.9662076	2879850	11629	0.21989548	2879850	337011	0.9730149	2879850	1059788	0.98070174	2879850	3094001	0.9828432	2879850	298080	0.96916854	2879850	105775	0.88912755	2879850	129778	0.9211435	2879850	301501	0.97246104	2879850	187636	0.9614049	2879850	626616	0.97236764	2879850
nhnw_bin.519	2145	0.12069785	1586242	17041	0.6430343	1586242	53336	0.91196615	1586242	20688	0.651006	1586242	6469	0.3105636	1586242	5410	0.21720456	1586242	20201	0.68765736	1586242	2720	0.15206003	1586242	22283	0.58699304	1586242	13030	0.3424427	1586242	24624	0.7487439	1586242	16805	0.52129185	1586242	52813	0.90453917	1586242	18617	0.65632796	1586242	26616	0.78147346	1586242	59811	0.92705464	1586242	20744	0.6586574	1586242	4802	0.2506301	1586242	5800	0.20957772	1586242	7450	0.37251252	1586242	2255	0.1040705	1586242	9842	0.450326	1586242	3589	0.16621928	1586242	6533	0.29189304	1586242	11053	0.41354725	1586242	783	0.03726922	1586242	4550	0.14911532	1586242	12030	0.5027556	1586242	11117	0.3896442	1586242	25011	0.70784914	1586242	5709	0.25790012	1586242	480	0.017342877	1586242	134772	0.95011795	1586242	6661	0.27385858	1586242	48432	0.7532394	1586242	37821	0.8502757	1586242	213465	0.96069455	1586242	4168	0.17651342	1586242	17237	0.6355373	1586242	6256	0.28010607	1586242	8348	0.3634647	1586242
nhnw_bin.51	981	0.04962108	1790348	68	0.0013226479	1790348	3995	0.1695648	1790348	5676	0.24084647	1790348	724	0.035987977	1790348	769	0.03482284	1790348	1808	0.08851463	1790348	1339	0.06756452	1790348	8341	0.28984532	1790348	4542	0.13527985	1790348	3986	0.18431221	1790348	7199	0.27617368	1790348	6417	0.25205547	1790348	5945	0.2585598	1790348	1576	0.07834175	1790348	5896	0.26382247	1790348	3688	0.1582603	1790348	600	0.03151622	1790348	105	0.0021599152	1790348	987	0.05133583	1790348	938	0.040018477	1790348	4280	0.21199566	1790348	403	0.01934931	1790348	2323	0.11053941	1790348	2944	0.12033191	1790348	96	0.0037355865	1790348	245	0.0027458349	1790348	3430	0.1669748	1790348	2498	0.09118283	1790348	1784	0.07577857	1790348	2011	0.10198185	1790348	196	0.006605978	1790348	10544	0.3127783	1790348	117	0.0024620912	1790348	22392	0.6271183	1790348	8448	0.30526692	1790348	524	0.0052045747	1790348	904	0.035838842	1790348	3249	0.16515672	1790348	7442	0.3403936	1790348	87	0.0022090678	1790348
nhnw_bin.520	896	0.016066965	2835321	10913	0.28853628	2835321	22921	0.4531924	2835321	6606	0.050674684	2835321	1606	0.02034796	2835321	4593	0.031000722	2835321	23585	0.5127014	2835321	2013	0.02408722	2835321	66985	0.77475744	2835321	2912	0.022242984	2835321	3497	0.058562327	2835321	8793	0.14706448	2835321	3749	0.027154244	2835321	3134	0.028239483	2835321	2920	0.030041395	2835321	10900	0.12961002	2835321	3400	0.029396318	2835321	56564	0.80130327	2835321	961	0.01924156	2835321	965	0.0163858	2835321	722	0.012292435	2835321	5199	0.026475662	2835321	3677	0.02685904	2835321	15157	0.2926854	2835321	4224	0.026773687	2835321	306	0.0070083775	2835321	4018	0.08188844	2835321	6513	0.09415865	2835321	3677	0.02447342	2835321	4060	0.04371604	2835321	980	0.0188737	2835321	45	0.00080872676	2835321	3764	0.034876827	2835321	65958	0.83432496	2835321	36685	0.360173	2835321	3097	0.02607606	2835321	10303	0.13432553	2835321	1493	0.018004663	2835321	5220	0.054085232	2835321	6142	0.09704051	2835321	2755	0.023085922	2835321
nhnw_bin.521	744	0.036975373	1926796	647	0.022975447	1926796	50660	0.86069727	1926796	4042	0.12979059	1926796	18380	0.57816553	1926796	67029	0.94371223	1926796	6456	0.27000627	1926796	19509	0.6315733	1926796	42417	0.73560303	1926796	10535	0.25021434	1926796	44736	0.87083894	1926796	7596	0.040457837	1926796	63512	0.92199224	1926796	18070	0.5593877	1926796	61691	0.95031077	1926796	5020	0.18104407	1926796	1748	0.04737502	1926796	17243	0.57948273	1926796	685	0.0176739	1926796	8274	0.33649126	1926796	4830	0.17514153	1926796	10555	0.3973394	1926796	837	0.022191243	1926796	46409	0.8765718	1926796	11371	0.34608802	1926796	578	0.020701205	1926796	27014	0.6923369	1926796	21531	0.6227214	1926796	6509	0.16708411	1926796	8806	0.29130432	1926796	22841	0.6781979	1926796	246	0.008042366	1926796	14682	0.30288106	1926796	381	0.0113655	1926796	193532	0.99598765	1926796	30612	0.71880674	1926796	70471	0.9054031	1926796	5891	0.19622783	1926796	18645	0.5991927	1926796	43345	0.88456744	1926796	15890	0.5217745	1926796
nhnw_bin.522	1108	0.064996496	1610856	1240	0.06722823	1610856	15601	0.53282416	1610856	11839	0.45344463	1610856	191	0.005503906	1610856	707	0.026852183	1610856	992	0.046195935	1610856	435	0.02094849	1610856	4050	0.13645416	1610856	154	0.0024080365	1610856	3833	0.18964389	1610856	4753	0.15883046	1610856	5884	0.24766274	1610856	2470	0.10523163	1610856	5471	0.2828527	1610856	15592	0.59678644	1610856	7881	0.33412173	1610856	3023	0.1534861	1610856	3168	0.120129295	1610856	1728	0.09862458	1610856	664	0.029692288	1610856	3940	0.21655443	1610856	1861	0.0935844	1610856	6724	0.30412465	1610856	4887	0.20072061	1610856	159	0.00724832	1610856	8696	0.3724113	1610856	2636	0.13423173	1610856	4156	0.16616756	1610856	2188	0.094564006	1610856	5298	0.27879277	1610856	67	0.0025042586	1610856	80805	0.9473448	1610856	11197	0.42922646	1610856	27590	0.71583307	1610856	4045	0.17687677	1610856	63252	0.9457872	1610856	363	0.010079734	1610856	3443	0.17496537	1610856	196	0.003422404	1610856	1251	0.05826902	1610856
nhnw_bin.523	308	0.0056920354	3491721	18722	0.39930624	3491721	888	0.0066308277	3491721	299421	0.9889149	3491721	261	0.0046902373	3491721	66353	0.8168903	3491721	3545	0.08765362	3491721	304	0.004011489	3491721	35740	0.516264	3491721	592	0.0048285644	3491721	9568	0.2295361	3491721	1813	0.016386475	3491721	14155	0.29110688	3491721	1453	0.019412205	3491721	6106	0.15377489	3491721	208866	0.9825782	3491721	1748	0.035816148	3491721	13516	0.3070002	3491721	1958	0.037912536	3491721	137	0.0022455975	3491721	69	0.0014594522	3491721	1155	0.029198496	3491721	946	0.005702632	3491721	51109	0.7291015	3491721	710	0.006883425	3491721	235	0.0049717603	3491721	1133	0.0076921955	3491721	33087	0.5880988	3491721	3449	0.074692965	3491721	31050	0.51449585	3491721	444	0.0037780795	3491721	8	0.00013374494	3491721	2541	0.017937	3491721	61976	0.75588053	3491721	1262282	0.99851847	3491721	428	0.0043021766	3491721	2305	0.043835975	3491721	918	0.017370516	3491721	13259	0.31137195	3491721	547	0.0072442787	3491721	972	0.016603274	3491721
nhnw_bin.524	26	0.0013048114	1115870	141	0.0033113176	1115870	9705	0.48754963	1115870	24408	0.822784	1115870	3289	0.23722835	1115870	141569	0.9976359	1115870	10014	0.59191215	1115870	3409	0.28065816	1115870	6633	0.32711428	1115870	61	0.0017941158	1115870	1596	0.11899773	1115870	1343	0.095046915	1115870	129452	0.9957459	1115870	20377	0.82284135	1115870	162428	0.99824977	1115870	88570	0.9968177	1115870	142	0.004725461	1115870	12431	0.6497047	1115870	157	0.0028273903	1115870	26000	0.89168006	1115870	9	0.0005574126	1115870	15975	0.76904476	1115870	75	0.004503213	1115870	2284	0.1611935	1115870	58	0.001030586	1115870	4	0.0003109681	1115870	935	0.0027709322	1115870	86	0.0027763091	1115870	64	0.002498499	1115870	30212	0.88618654	1115870	3654	0.28562018	1115870	56	0.0039251884	1115870	243	0.00411159	1115870	523	0.0049324743	1115870	582	0.0039825425	1115870	15891	0.6813419	1115870	216	0.0035613468	1115870	41	0.002399025	1115870	870	0.07432318	1115870	94	0.0038543916	1115870	1841	0.14558685	1115870
nhnw_bin.525	13578	0.40472907	2453755	1545	0.047497407	2453755	7674	0.17234157	2453755	16223	0.37353852	2453755	4874	0.15397178	2453755	13230	0.3744848	2453755	24915	0.5845775	2453755	4843	0.1714784	2453755	59732	0.7710925	2453755	94102	0.8584178	2453755	14484	0.39638513	2453755	52158	0.7680865	2453755	12451	0.29606542	2453755	9070	0.25183484	2453755	19327	0.517094	2453755	13344	0.3352417	2453755	18901	0.45165145	2453755	5985	0.16867699	2453755	8073	0.17623724	2453755	13329	0.4039996	2453755	3460	0.100209676	2453755	46327	0.82283235	2453755	4121	0.12663856	2453755	4441	0.10966172	2453755	11593	0.28633708	2453755	1371	0.03825932	2453755	24226	0.507267	2453755	8369	0.23762682	2453755	23833	0.47761735	2453755	3504	0.07982704	2453755	12195	0.35894415	2453755	549	0.013063244	2453755	22657	0.39228815	2453755	6141	0.15808709	2453755	66328	0.78301054	2453755	7815	0.19195396	2453755	3928	0.026875544	2453755	7009	0.17975797	2453755	12346	0.33998138	2453755	7633	0.22605231	2453755	11054	0.31742615	2453755
