genome,completeness,contamination,location,length,N50,centrality
EHA05415_bin.407.fa.gz,97.69,1.69,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.407.fa.gz,2704398.0,16193.0,0.0
EHA05415_bin.224.fa.gz,79.53,1.54,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.224.fa.gz,2274698.0,47953.0,0.0
EHA05415_bin.281.fa.gz,89.66,1.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.281.fa.gz,1516143.0,14346.0,0.0
EHA05415_bin.127.fa.gz,93.3,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.127.fa.gz,2630682.0,45011.0,0.996398
EHA05415_bin.449.fa.gz,68.21,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.449.fa.gz,,,0.0
EHA05415_bin.34.fa.gz,99.67,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.34.fa.gz,1276595.0,8082.0,0.0
EHA05415_bin.142.fa.gz,93.62,1.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.142.fa.gz,2721422.0,19477.0,0.0
EHA05415_bin.403.fa.gz,75.67,1.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.403.fa.gz,1089782.0,9043.0,0.986008
EHA05415_bin.126.fa.gz,89.01,3.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.126.fa.gz,2186048.0,7536.0,0.0
EHA05415_bin.391.fa.gz,66.04,0.83,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.391.fa.gz,,,0.0
EHA05415_bin.140.fa.gz,86.47,1.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.140.fa.gz,1429968.0,18121.0,0.0
EHA05415_bin.264.fa.gz,100.0,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.264.fa.gz,2383450.0,57030.0,0.0
EHA05415_bin.67.fa.gz,67.62,0.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.67.fa.gz,,,0.0
EHA05415_bin.328.fa.gz,79.5,5.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.328.fa.gz,796831.0,34638.0,0.0
EHA05415_bin.433.fa.gz,76.62,2.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.433.fa.gz,2346839.0,15248.0,0.0
EHA05415_bin.183.fa.gz,98.29,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.183.fa.gz,903276.0,166162.0,0.0
EHA05415_bin.462.fa.gz,89.77,3.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.462.fa.gz,1278800.0,96484.0,0.0
EHA05415_bin.383.fa.gz,66.29,0.15,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.383.fa.gz,,,0.0
EHA05415_bin.156.fa.gz,89.11,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.156.fa.gz,1914116.0,9547.0,0.0
EHA05415_bin.213.fa.gz,97.28,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.213.fa.gz,1360418.0,85104.0,0.0
EHA05415_bin.188.fa.gz,85.49,3.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.188.fa.gz,1339535.0,14887.0,0.0
EHA05415_bin.340.fa.gz,99.09,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.340.fa.gz,2482666.0,42775.0,0.983785
EHA05415_bin.21.fa.gz,81.77,4.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.21.fa.gz,1671973.0,12059.0,0.0
EHA05415_bin.256.fa.gz,83.19,1.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.256.fa.gz,2532678.0,39993.0,0.0
EHA05415_bin.211.fa.gz,68.04,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.211.fa.gz,,,0.0
EHA05415_bin.483.fa.gz,84.5,0.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.483.fa.gz,1118441.0,6353.0,0.0
EHA05415_bin.155.fa.gz,76.34,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.155.fa.gz,1056824.0,21705.0,0.0
EHA05415_bin.430.fa.gz,72.01,3.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.430.fa.gz,1061269.0,148521.0,0.0
EHA05415_bin.244.fa.gz,97.2,0.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.244.fa.gz,1989622.0,55195.0,0.988733
EHA05415_bin.466.fa.gz,54.6,0.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.466.fa.gz,,,0.0
EHA05415_bin.71.fa.gz,84.22,0.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.71.fa.gz,2311117.0,36922.0,0.0
EHA05415_bin.12.fa.gz,85.65,0.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.12.fa.gz,1737290.0,77813.0,0.0
EHA05415_bin.41.fa.gz,56.37,4.72,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.41.fa.gz,,,0.0
EHA05415_bin.453.fa.gz,100.0,5.53,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.453.fa.gz,1621110.0,37813.0,0.0
EHA05415_bin.368.fa.gz,71.91,2.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.368.fa.gz,1349784.0,6159.0,0.0
EHA05415_bin.343.fa.gz,77.46,0.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.343.fa.gz,1662654.0,65637.0,0.0
EHA05415_bin.55.fa.gz,61.4,1.33,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.55.fa.gz,,,0.0
EHA05415_bin.334.fa.gz,93.82,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.334.fa.gz,936872.0,55331.0,0.0
EHA05415_bin.278.fa.gz,86.64,3.74,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.278.fa.gz,2064039.0,5889.0,0.0
EHA05415_bin.110.fa.gz,93.73,0.82,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.110.fa.gz,1777000.0,90898.0,0.0
EHA05415_bin.258.fa.gz,88.88,1.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.258.fa.gz,1751474.0,28073.0,0.0
EHA05415_bin.189.fa.gz,91.86,7.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.189.fa.gz,1627843.0,49230.0,0.0
EHA05415_bin.206.fa.gz,78.92,1.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.206.fa.gz,1833402.0,16256.0,0.0
EHA05415_bin.74.fa.gz,88.7,2.41,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.74.fa.gz,1360523.0,3631.0,0.0
EHA05415_bin.304.fa.gz,56.21,0.14,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.304.fa.gz,,,0.0
EHA05415_bin.202.fa.gz,75.12,2.52,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.202.fa.gz,1091206.0,6271.0,0.0
EHA05415_bin.249.fa.gz,96.13,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.249.fa.gz,1878698.0,72212.0,0.0
EHA05415_bin.54.fa.gz,93.51,1.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.54.fa.gz,2843126.0,80018.0,0.0
EHA05415_bin.107.fa.gz,82.99,1.1,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.107.fa.gz,2300517.0,13482.0,0.9818100000000001
EHA05415_bin.369.fa.gz,53.15,3.66,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.369.fa.gz,,,0.0
EHA05415_bin.89.fa.gz,92.46,1.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.89.fa.gz,1588956.0,22046.0,0.0
EHA05415_bin.165.fa.gz,96.26,1.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.165.fa.gz,1539104.0,16718.0,0.0
EHA05415_bin.96.fa.gz,96.8,2.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.96.fa.gz,2022450.0,75285.0,0.0
EHA05415_bin.314.fa.gz,91.38,3.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.314.fa.gz,2117361.0,34073.0,0.0
EHA05415_bin.38.fa.gz,68.26,1.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.38.fa.gz,,,0.0
EHA05415_bin.248.fa.gz,88.32,2.32,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.248.fa.gz,1867419.0,29978.0,0.0
EHA05415_bin.177.fa.gz,96.98,0.43,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.177.fa.gz,1556239.0,43442.0,0.0
EHA05415_bin.385.fa.gz,53.04,5.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.385.fa.gz,,,0.0
EHA05415_bin.311.fa.gz,100.0,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.311.fa.gz,2532185.0,31122.0,0.0
EHA05415_bin.404.fa.gz,57.33,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.404.fa.gz,,,0.0
EHA05415_bin.351.fa.gz,85.76,0.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.351.fa.gz,1182476.0,58927.0,0.0
EHA05415_bin.308.fa.gz,51.13,2.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.308.fa.gz,,,0.0
EHA05415_bin.158.fa.gz,72.87,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.158.fa.gz,1051400.0,55976.0,0.0
EHA05415_bin.196.fa.gz,72.23,1.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.196.fa.gz,1502326.0,11337.0,0.0
EHA05415_bin.10.fa.gz,85.81,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.10.fa.gz,1979322.0,68713.0,0.0
EHA05415_bin.363.fa.gz,92.93,4.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.363.fa.gz,2227266.0,4278.0,0.991856
EHA05415_bin.262.fa.gz,64.05,0.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.262.fa.gz,,,0.0
EHA05415_bin.269.fa.gz,98.71,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.269.fa.gz,1544675.0,12411.0,0.0
EHA05415_bin.288.fa.gz,75.55,0.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.288.fa.gz,1396504.0,25985.0,0.0
EHA05415_bin.171.fa.gz,91.43,0.58,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.171.fa.gz,2605714.0,12995.0,0.0
EHA05415_bin.33.fa.gz,83.3,2.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.33.fa.gz,1586158.0,71434.0,0.0
EHA05415_bin.182.fa.gz,88.9,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.182.fa.gz,701548.0,36154.0,0.0
EHA05415_bin.15.fa.gz,97.1,0.95,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.15.fa.gz,902225.0,570325.0,0.0
EHA05415_bin.374.fa.gz,52.08,5.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.374.fa.gz,,,0.0
EHA05415_bin.159.fa.gz,87.39,0.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.159.fa.gz,1824918.0,34154.0,0.0
EHA05415_bin.80.fa.gz,52.66,0.45,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.80.fa.gz,,,0.0
EHA05415_bin.432.fa.gz,97.37,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.432.fa.gz,949154.0,7730.0,0.0
EHA05415_bin.295.fa.gz,95.09,0.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.295.fa.gz,1610481.0,32809.0,0.0
EHA05415_bin.117.fa.gz,87.13,0.36,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.117.fa.gz,2586555.0,16332.0,0.0
EHA05415_bin.285.fa.gz,93.34,0.01,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.285.fa.gz,1830406.0,73031.0,0.0
EHA05415_bin.354.fa.gz,97.16,0.0,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.354.fa.gz,3676737.0,60875.0,0.9889540000000001
EHA05415_bin.289.fa.gz,97.17,4.81,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.289.fa.gz,1628895.0,64282.0,0.0
EHA05415_bin.4.fa.gz,62.65,0.57,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.4.fa.gz,,,0.0
EHA05415_bin.456.fa.gz,83.56,1.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.456.fa.gz,1064367.0,86768.0,0.985553
EHA05415_bin.440.fa.gz,86.92,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.440.fa.gz,1469795.0,34364.0,0.0
EHA05415_bin.476.fa.gz,64.19,0.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.476.fa.gz,,,0.0
EHA05415_bin.360.fa.gz,83.18,0.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.360.fa.gz,1449121.0,7167.0,0.0
EHA05415_bin.151.fa.gz,89.43,0.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.151.fa.gz,1549582.0,39921.0,0.0
EHA05415_bin.444.fa.gz,82.97,0.37,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.444.fa.gz,1834428.0,195967.0,0.0
EHA05415_bin.180.fa.gz,50.91,1.5,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.180.fa.gz,,,0.0
EHA05415_bin.379.fa.gz,75.18,1.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.379.fa.gz,1117531.0,8945.0,0.0
EHA05415_bin.460.fa.gz,59.92,2.35,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.460.fa.gz,,,0.0
EHA05415_bin.465.fa.gz,50.58,7.44,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.465.fa.gz,,,0.0
EHA05415_bin.233.fa.gz,73.56,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.233.fa.gz,1809870.0,11887.0,0.0
EHA05415_bin.474.fa.gz,55.62,5.64,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.474.fa.gz,,,0.0
EHA05415_bin.345.fa.gz,94.55,1.55,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.345.fa.gz,1631924.0,47697.0,0.0
EHA05415_bin.219.fa.gz,92.43,0.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.219.fa.gz,2313112.0,17921.0,0.0
EHA05415_bin.81.fa.gz,87.12,1.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.81.fa.gz,1989132.0,13414.0,0.0
EHA05415_bin.454.fa.gz,67.87,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.454.fa.gz,,,0.0
EHA05415_bin.93.fa.gz,100.0,0.7,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.93.fa.gz,1944713.0,32320.0,0.0
EHA05415_bin.65.fa.gz,64.42,1.88,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.65.fa.gz,,,0.0
EHA05415_bin.443.fa.gz,98.54,1.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.443.fa.gz,1304378.0,34817.0,0.0
EHA05415_bin.172.fa.gz,74.72,0.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.172.fa.gz,1231825.0,182450.0,0.0
EHA05415_bin.70.fa.gz,76.95,2.22,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.70.fa.gz,2582967.0,5772.0,0.0
EHA05415_bin.51.fa.gz,57.21,3.73,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.51.fa.gz,,,0.0
EHA05415_bin.393.fa.gz,56.86,0.85,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.393.fa.gz,,,0.0
EHA05415_bin.164.fa.gz,73.5,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.164.fa.gz,1596724.0,20248.0,0.0
EHA05415_bin.300.fa.gz,92.33,1.19,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.300.fa.gz,2852787.0,30876.0,0.0
EHA05415_bin.194.fa.gz,73.43,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.194.fa.gz,1709464.0,38796.0,0.0
EHA05415_bin.58.fa.gz,61.21,7.61,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.58.fa.gz,,,0.0
EHA05415_bin.448.fa.gz,90.85,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.448.fa.gz,2523251.0,128233.0,0.0
EHA05415_bin.315.fa.gz,92.45,0.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.315.fa.gz,1913774.0,57506.0,0.0
EHA05415_bin.163.fa.gz,98.07,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.163.fa.gz,2226030.0,20767.0,0.0
EHA05415_bin.422.fa.gz,85.86,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.422.fa.gz,1471320.0,4053.0,0.0
EHA05415_bin.297.fa.gz,77.83,1.17,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.297.fa.gz,2346174.0,45211.0,0.0
EHA05415_bin.290.fa.gz,87.54,1.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.290.fa.gz,1280480.0,59160.0,0.0
EHA05415_bin.418.fa.gz,59.71,0.28,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.418.fa.gz,,,0.0
EHA05415_bin.424.fa.gz,56.07,4.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.424.fa.gz,,,0.0
EHA05415_bin.131.fa.gz,79.16,1.48,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.131.fa.gz,2164678.0,22513.0,0.0
EHA05415_bin.268.fa.gz,99.84,0.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.268.fa.gz,1951504.0,15685.0,0.0
EHA05415_bin.284.fa.gz,75.33,0.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.284.fa.gz,2395659.0,79271.0,0.0
EHA05415_bin.103.fa.gz,90.76,5.8,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.103.fa.gz,1829347.0,52705.0,0.0
EHA05415_bin.260.fa.gz,76.68,4.08,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.260.fa.gz,1805916.0,14090.0,0.0
EHA05415_bin.139.fa.gz,59.43,1.16,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.139.fa.gz,,,0.0
EHA05415_bin.461.fa.gz,95.71,0.03,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.461.fa.gz,1759143.0,68736.0,0.0
EHA05415_bin.426.fa.gz,73.03,0.9,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.426.fa.gz,1563078.0,77111.0,0.0
EHA05415_bin.214.fa.gz,84.82,0.23,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.214.fa.gz,1517879.0,56082.0,0.0
EHA05415_bin.246.fa.gz,93.35,0.13,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.246.fa.gz,1751532.0,49257.0,0.0
EHA05415_bin.169.fa.gz,88.34,0.98,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.169.fa.gz,1473607.0,86274.0,0.0
EHA05415_bin.307.fa.gz,81.76,5.27,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.307.fa.gz,1158522.0,155064.0,0.0
EHA05415_bin.30.fa.gz,92.23,0.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.30.fa.gz,1070959.0,4318.0,0.0
EHA05415_bin.267.fa.gz,99.63,1.05,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.267.fa.gz,1636688.0,11729.0,0.0
EHA05415_bin.147.fa.gz,75.8,0.46,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.147.fa.gz,969039.0,34678.0,0.0
EHA05415_bin.143.fa.gz,93.88,1.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.143.fa.gz,2561693.0,55977.0,0.0
EHA05415_bin.364.fa.gz,62.92,0.67,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.364.fa.gz,,,0.0
EHA05415_bin.273.fa.gz,69.63,0.47,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.273.fa.gz,,,0.0
EHA05415_bin.160.fa.gz,96.72,0.2,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.160.fa.gz,2439492.0,34127.0,0.0
EHA05415_bin.191.fa.gz,81.49,1.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.191.fa.gz,1217873.0,96933.0,0.9932489999999999
EHA05415_bin.43.fa.gz,87.66,2.49,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.43.fa.gz,1268484.0,5446.0,0.0
EHA05415_bin.78.fa.gz,87.72,1.09,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.78.fa.gz,1447520.0,213979.0,0.0
EHA05415_bin.324.fa.gz,72.05,3.3,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.324.fa.gz,1833047.0,34435.0,0.0
EHA05415_bin.141.fa.gz,79.12,4.02,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.141.fa.gz,1989852.0,59582.0,0.0
EHA05415_bin.386.fa.gz,55.26,0.65,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.386.fa.gz,,,0.0
EHA05415_bin.329.fa.gz,92.42,2.92,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.329.fa.gz,1799709.0,120310.0,0.0
EHA05415_bin.215.fa.gz,96.35,0.24,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.215.fa.gz,1719499.0,40870.0,0.0
EHA05415_bin.353.fa.gz,73.1,0.96,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.353.fa.gz,1850824.0,80649.0,0.0
EHA05415_bin.349.fa.gz,100.0,2.34,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.349.fa.gz,1488344.0,28392.0,0.0
EHA05415_bin.72.fa.gz,97.81,0.29,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.72.fa.gz,2508080.0,6508.0,0.0
EHA05415_bin.200.fa.gz,54.91,0.76,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.200.fa.gz,,,0.0
EHA05415_bin.357.fa.gz,97.24,0.11,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.357.fa.gz,4144407.0,57807.0,0.0
EHA05415_bin.166.fa.gz,97.09,2.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.166.fa.gz,2355169.0,25675.0,0.0
EHA05415_bin.157.fa.gz,82.63,2.51,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.157.fa.gz,914564.0,16025.0,0.0
EHA05415_bin.23.fa.gz,80.64,0.04,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.23.fa.gz,1912608.0,48834.0,0.0
EHA05415_bin.355.fa.gz,71.76,2.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.355.fa.gz,1914660.0,11870.0,0.0
EHA05415_bin.325.fa.gz,89.96,0.07,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.325.fa.gz,1502306.0,31519.0,0.0
EHA05415_bin.199.fa.gz,67.8,0.87,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.199.fa.gz,,,0.0
EHA05415_bin.62.fa.gz,66.55,7.79,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.62.fa.gz,,,0.0
EHA05415_bin.32.fa.gz,94.28,1.86,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.32.fa.gz,908314.0,5044.0,0.0
EHA05415_bin.135.fa.gz,84.66,5.26,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.135.fa.gz,2886907.0,8493.0,0.0
EHA05415_bin.371.fa.gz,50.55,0.18,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.371.fa.gz,,,0.0
EHA05415_bin.365.fa.gz,50.52,2.97,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.365.fa.gz,,,0.0
EHA05415_bin.68.fa.gz,90.3,0.21,3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05415_bin.68.fa.gz,2132048.0,26456.0,0.0
